county_desc,precinct_abbrv,precinct_desc,reg_active,reg_inactive,reg_other_status,reg_total,party_dem,party_lib,party_rep,party_unaf,party_other,race_asian,race_black,race_aian,race_multiracial,race_other_race,race_nhpi,race_undesignated,race_white,eth_hispanic,eth_not_hispanic,eth_undesignated,gender_female,gender_male,gender_unknown,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75plus,age_under_18,age_unknown,reg_removed,
DURHAM,38,38,6607,1688,0.0,8295.0,3179,20,592,2808,8,374,2106,14,80,480,1,915,4325,502,4738,3055,4348,3095,852,707,2859,1479,913,725,835,777,0,0,0.0,0.0
DURHAM,40,40,1905,432,0.0,2337.0,1118,9,118,660,0,36,604,10,29,93,1,244,1320,117,1402,818,1078,1058,201,138,485,613,428,291,240,142,0,0,0.0,0.0
DURHAM,41,41,1191,177,0.0,1368.0,845,4,15,326,1,8,977,3,5,78,1,183,113,87,800,481,708,498,162,119,244,211,146,201,212,235,0,0,0.0,0.0
DURHAM,42,42,1107,213,0.0,1320.0,747,3,19,336,2,5,924,1,14,58,1,196,121,69,778,473,631,523,166,160,226,195,166,162,223,188,0,0,0.0,0.0
DURHAM,43,43,6554,881,0.0,7435.0,3250,15,630,2658,1,335,755,23,60,308,1,628,5325,224,4909,2302,3748,3092,595,625,1451,1104,1044,893,1010,1308,0,0,0.0,0.0
DURHAM,44,44,6339,586,0.0,6925.0,2676,29,1039,2592,3,183,1382,16,57,303,1,525,4458,252,4725,1948,3461,2955,509,560,885,1147,1017,1149,1149,1018,0,0,0.0,0.0
DURHAM,45,45,4911,485,0.0,5396.0,2210,19,834,1841,7,132,1014,15,34,232,0,438,3531,239,3674,1483,2812,2213,371,434,735,907,700,875,925,820,0,0,0.0,0.0
DURHAM,46,46,2829,656,0.0,3485.0,1535,14,237,1039,4,74,1241,8,36,277,0,479,1370,343,1931,1211,1772,1316,397,326,829,746,464,423,394,303,0,0,0.0,0.0
DURHAM,47,47,1687,315,0.0,2002.0,1138,2,62,485,0,33,1310,2,16,137,0,248,256,161,1161,680,1006,781,215,202,446,371,213,268,250,252,0,0,0.0,0.0
DURHAM,50,50,3592,875,0.0,4467.0,1719,10,366,1494,3,223,883,9,43,231,1,504,2573,235,2684,1548,2197,1817,453,346,1350,897,550,509,502,313,0,0,0.0,0.0
DURHAM,51,51,5170,637,0.0,5807.0,2658,19,370,2119,4,301,971,14,52,231,1,468,3769,217,3851,1739,3008,2306,493,336,1244,1380,877,758,754,458,0,0,0.0,0.0
DURHAM,52,52,3084,662,0.0,3746.0,1893,7,132,1045,7,41,2101,8,41,340,1,662,552,457,1896,1393,1846,1400,500,533,833,646,521,488,463,262,0,0,0.0,0.0
DURHAM,53-2,53-2,4547,771,0.0,5318.0,2068,15,410,2049,5,299,600,15,35,245,2,534,3588,225,3143,1950,2711,2073,534,415,1434,941,652,630,607,639,0,0,0.0,0.0
DURHAM,54,54,6744,1640,0.0,8384.0,3523,26,455,2736,4,358,2831,23,87,443,1,988,3653,457,4720,3207,4331,3087,966,644,2736,1912,996,795,666,635,0,0,0.0,0.0
DURHAM,55-11,55-11,1498,289,0.0,1787.0,919,2,29,546,2,12,1165,3,23,67,0,314,203,67,964,756,855,635,297,198,387,369,215,243,205,170,0,0,0.0,0.0
DURHAM,55-49,55-49,1671,1373,0.0,3044.0,524,5,5,1136,1,6,1331,2,35,19,0,1622,29,48,754,2242,1021,468,1555,2268,652,35,28,26,17,18,0,0,0.0,0.0
DURHAM,56,56,4651,632,0.0,5283.0,2275,11,488,1876,1,134,970,8,38,159,1,417,3556,161,3615,1507,2665,2249,369,503,745,888,796,834,762,755,0,0,0.0,0.0
DURHAM,57,57,4627,997,0.0,5624.0,2220,12,370,2016,9,245,1066,8,47,300,0,558,3400,270,3473,1881,2846,2203,575,402,1351,1284,869,678,600,440,0,0,0.0,0.0
EDGECOMBE,0101,TARBORO 1,1669,312,0.0,1981.0,1196,7,133,332,1,0,1464,1,2,40,0,195,279,36,1274,671,1022,763,196,187,295,286,272,333,375,233,0,0,0.0,0.0
EDGECOMBE,0102,TARBORO 2,2621,452,0.0,3073.0,1458,10,523,629,1,5,1480,10,12,64,1,268,1233,73,2024,976,1649,1134,290,247,423,410,363,489,549,592,0,0,0.0,0.0
EDGECOMBE,0103,TARBORO 3,1923,299,0.0,2222.0,928,4,529,462,0,7,867,0,4,54,0,154,1136,45,1545,632,1187,867,168,204,299,321,291,361,396,350,0,0,0.0,0.0
EDGECOMBE,0104,TARBORO 4,1897,304,0.0,2201.0,981,9,404,501,2,5,1016,5,6,38,0,171,960,45,1517,639,1174,846,181,217,319,328,305,316,413,303,0,0,0.0,0.0
EDGECOMBE,0201,CONETOE,994,157,0.0,1151.0,480,2,298,213,1,0,491,3,3,30,0,87,537,44,775,332,564,495,92,97,129,171,161,215,235,143,0,0,0.0,0.0
EDGECOMBE,0301,SPEED,360,47,0.0,407.0,193,1,94,72,0,2,167,0,0,9,0,23,206,10,292,105,216,173,18,35,39,56,56,79,80,62,0,0,0.0,0.0
EDGECOMBE,0401,LAWRENCE,557,62,0.0,619.0,310,2,139,106,0,0,312,1,1,6,0,38,261,9,423,187,320,259,40,47,88,77,94,120,123,70,0,0,0.0,0.0
EDGECOMBE,0501,LEGGETT,509,114,0.0,623.0,260,6,127,116,0,2,256,1,0,35,0,72,257,47,379,197,302,261,60,79,95,107,74,93,101,74,0,0,0.0,0.0
EDGECOMBE,0601,WHITAKERS,789,121,0.0,910.0,485,2,134,167,1,1,558,2,4,10,0,80,255,9,617,284,452,376,82,59,107,108,128,187,200,121,0,0,0.0,0.0
EDGECOMBE,0701,BATTLEBORO,1313,291,0.0,1604.0,815,5,205,288,0,1,1012,5,2,39,0,175,370,43,1062,499,764,658,182,149,222,216,242,265,305,205,0,0,0.0,0.0
EDGECOMBE,0801,OLD SPARTA,1308,209,0.0,1517.0,490,5,483,328,2,0,425,0,2,50,0,125,915,52,1043,422,771,625,121,176,213,234,194,285,242,173,0,0,0.0,0.0
EDGECOMBE,0901,MACCLESFIELD,1009,161,0.0,1170.0,315,4,407,282,1,8,206,1,3,31,0,69,852,31,807,332,577,511,82,114,178,143,180,186,207,162,0,0,0.0,0.0
EDGECOMBE,1001,PINETOPS,1791,306,0.0,2097.0,804,8,543,435,1,0,833,3,7,53,0,136,1065,62,1481,554,1091,859,147,198,324,304,284,361,340,286,0,0,0.0,0.0
EDGECOMBE,1101,LEWIS,845,135,0.0,980.0,353,1,302,188,1,1,305,2,1,31,0,75,565,31,681,268,463,447,70,95,150,129,142,149,190,125,0,0,0.0,0.0
EDGECOMBE,1201,ROCKY MOUNT 1,3776,642,0.0,4418.0,2318,10,103,1343,2,3,3115,6,15,71,1,1039,168,63,2473,1882,1992,1428,998,439,839,766,578,646,702,448,0,0,0.0,0.0
EDGECOMBE,1202,ROCKY MOUNT 2,1930,378,0.0,2308.0,1121,4,52,752,1,11,1574,3,9,30,0,597,84,26,1209,1073,1010,732,566,224,424,426,291,374,362,207,0,0,0.0,0.0
EDGECOMBE,1203,WEST EDGECOMBE,2848,430,0.0,3278.0,1302,3,752,789,2,7,1521,6,7,102,0,376,1259,99,2175,1004,1641,1243,394,353,506,452,505,546,527,389,0,0,0.0,0.0
EDGECOMBE,1204,ROCKY MOUNT 4,1514,240,0.0,1754.0,1012,0,58,444,0,1,1327,2,4,14,0,322,84,18,1067,669,874,571,309,157,322,284,212,252,262,265,0,0,0.0,0.0
EDGECOMBE,1205,ROCKY MOUNT 5,1065,231,0.0,1296.0,644,0,34,387,0,1,937,4,2,15,0,304,33,14,718,564,570,439,287,107,210,221,182,232,202,142,0,0,0.0,0.0
EDGECOMBE,1301,TEMPERANCE HALL,1075,135,0.0,1210.0,303,6,459,307,0,2,259,1,2,22,0,79,845,19,874,317,597,520,93,133,177,151,185,201,207,156,0,0,0.0,0.0
EDGECOMBE,1401,SHARPSBURG,904,123,0.0,1027.0,193,3,430,278,0,1,167,2,1,26,0,113,717,27,675,325,490,424,113,109,169,129,177,172,153,118,0,0,0.0,0.0
FORSYTH,012,012,2840,266,0.0,3106.0,555,15,1264,1005,1,37,249,6,11,175,0,267,2361,180,2054,872,1484,1349,273,325,449,417,456,572,498,389,0,0,0.0,0.0
FORSYTH,013,013,3745,480,0.0,4225.0,973,26,1394,1349,3,61,723,6,17,157,0,337,2924,190,2884,1151,2100,1791,334,436,705,595,653,748,573,515,0,0,0.0,0.0
FORSYTH,014,014,2087,271,0.0,2358.0,452,7,836,791,1,30,275,5,9,70,0,175,1794,90,1639,629,1185,987,186,194,345,265,300,407,407,440,0,0,0.0,0.0
FORSYTH,015,015,4279,490,0.0,4769.0,1153,24,1477,1622,3,77,914,6,13,201,1,397,3160,191,3126,1452,2363,1929,477,390,930,819,703,823,663,441,0,0,0.0,0.0
FORSYTH,016,016,2605,392,0.0,2997.0,723,17,841,1022,2,49,591,6,11,143,0,234,1963,167,1985,845,1511,1238,248,274,506,495,485,519,387,331,0,0,0.0,0.0
FORSYTH,017,017,1931,230,0.0,2161.0,538,6,667,717,3,15,393,7,10,97,0,197,1442,117,1428,616,1058,905,198,229,359,348,299,404,317,205,0,0,0.0,0.0
FORSYTH,021,021,3702,287,0.0,3989.0,533,23,1880,1266,0,14,205,5,9,86,1,310,3359,107,2774,1108,1838,1795,356,324,494,529,583,817,740,502,0,0,0.0,0.0
FORSYTH,031,031,1859,221,0.0,2080.0,508,10,751,590,0,9,423,5,7,66,0,197,1373,79,1389,612,1007,874,199,171,285,307,277,357,387,296,0,0,0.0,0.0
FORSYTH,032,032,3016,399,0.0,3415.0,889,21,1107,998,1,29,739,3,10,167,1,294,2172,156,2358,901,1744,1385,286,278,530,551,501,566,536,453,0,0,0.0,0.0
FORSYTH,033,033,2250,395,0.0,2645.0,883,20,576,771,0,9,973,9,16,178,0,303,1157,239,1591,815,1367,996,282,286,481,431,322,453,396,276,0,0,0.0,0.0
FORSYTH,034,034,2124,359,0.0,2483.0,599,19,804,702,0,17,501,8,6,137,0,256,1558,173,1626,684,1231,998,254,240,458,371,362,379,350,323,0,0,0.0,0.0
FORSYTH,042,042,3368,625,0.0,3993.0,1291,19,873,1183,2,42,1335,12,34,280,0,461,1829,362,2459,1172,2020,1528,445,394,820,733,557,597,529,363,0,0,0.0,0.0
FORSYTH,043,043,2677,515,0.0,3192.0,787,14,835,1038,3,14,735,14,16,359,1,406,1647,481,1790,921,1529,1319,344,408,671,464,418,480,444,307,0,0,0.0,0.0
FORSYTH,051,051,3037,411,0.0,3448.0,721,18,1093,1202,3,87,371,9,16,180,0,236,2549,162,2374,912,1746,1447,255,303,506,594,458,562,510,515,0,0,0.0,0.0
FORSYTH,052,052,1152,97,0.0,1249.0,247,6,425,474,0,15,50,1,5,33,0,73,1072,30,910,309,666,496,87,93,127,158,176,213,231,251,0,0,0.0,0.0
FORSYTH,053,053,2756,274,0.0,3030.0,512,18,1217,1008,1,66,239,9,6,99,0,224,2387,89,2111,830,1452,1339,239,252,374,469,449,524,562,400,0,0,0.0,0.0
FORSYTH,054,054,2523,186,0.0,2709.0,535,10,965,1011,2,38,142,4,2,83,0,151,2289,62,2042,605,1346,1202,161,251,278,365,392,474,520,429,0,0,0.0,0.0
FORSYTH,055,055,3696,400,0.0,4096.0,782,20,1384,1510,0,164,284,10,20,212,0,284,3122,165,2855,1076,2024,1820,252,419,498,564,600,742,637,636,0,0,0.0,0.0
FORSYTH,061,061,2133,339,0.0,2472.0,575,9,766,783,0,19,405,9,13,132,0,198,1696,163,1616,693,1295,984,193,198,401,370,316,402,404,381,0,0,0.0,0.0
FORSYTH,062,062,1820,181,0.0,2001.0,371,8,776,665,0,15,199,3,7,47,0,139,1591,59,1426,516,940,904,157,187,255,286,272,394,337,270,0,0,0.0,0.0
FORSYTH,063,063,3625,443,0.0,4068.0,766,19,1524,1311,5,26,563,8,16,144,0,307,3004,138,2863,1067,2016,1731,321,401,574,610,581,719,673,510,0,0,0.0,0.0
FORSYTH,064,064,1203,171,0.0,1374.0,287,13,409,491,3,15,164,1,14,68,0,106,1006,85,954,335,675,587,112,96,269,205,177,200,236,191,0,0,0.0,0.0
FORSYTH,065,065,4074,384,0.0,4458.0,940,20,1578,1534,2,63,585,10,14,163,1,283,3339,159,3145,1154,2320,1824,314,386,577,551,556,807,808,773,0,0,0.0,0.0
FORSYTH,066,066,2440,330,0.0,2770.0,488,11,1057,882,2,23,273,6,12,197,0,246,2013,238,1774,758,1394,1139,237,290,425,369,386,515,412,373,0,0,0.0,0.0
FORSYTH,067,067,1686,391,0.0,2077.0,461,10,580,635,0,11,392,2,7,109,1,190,1365,112,1395,570,1080,796,201,165,378,320,257,326,308,323,0,0,0.0,0.0
FORSYTH,068,068,2573,320,0.0,2893.0,532,16,1048,975,2,15,369,6,8,71,0,207,2217,72,2105,716,1362,1285,246,285,482,450,443,590,413,230,0,0,0.0,0.0
FORSYTH,071,071,3508,367,0.0,3875.0,798,16,1267,1425,2,84,310,0,14,131,0,275,3061,138,2715,1022,1954,1654,267,376,537,584,515,692,642,529,0,0,0.0,0.0
FORSYTH,073,073,3399,238,0.0,3637.0,572,26,1522,1279,0,46,140,4,6,82,0,199,3160,62,2584,991,1750,1669,218,394,406,553,558,635,601,490,0,0,0.0,0.0
FORSYTH,074,074,3417,467,0.0,3884.0,957,15,1025,1414,6,170,448,6,23,204,0,307,2726,178,2625,1081,2042,1543,299,361,670,582,577,614,544,536,0,0,0.0,0.0
FORSYTH,075,075,765,71,0.0,836.0,124,7,345,289,0,9,25,0,4,11,0,51,736,16,597,223,415,370,51,82,101,109,130,161,141,112,0,0,0.0,0.0
FORSYTH,076,076,2811,369,0.0,3180.0,624,14,1055,1115,3,53,353,4,10,131,0,254,2375,127,2177,876,1574,1366,240,302,450,505,471,540,498,414,0,0,0.0,0.0
FORSYTH,077,077,2639,382,0.0,3021.0,693,12,854,1076,4,77,284,3,10,259,1,284,2103,254,1916,851,1524,1248,249,404,519,437,465,476,374,346,0,0,0.0,0.0
FORSYTH,081,081,3148,734,0.0,3882.0,1320,15,668,1143,2,22,1452,12,26,346,0,510,1514,426,2333,1123,1880,1572,430,479,703,611,525,612,538,414,0,0,0.0,0.0
FORSYTH,083,083,1917,314,0.0,2231.0,859,8,490,560,0,6,943,4,15,138,1,246,878,158,1417,656,1123,879,229,251,357,352,296,361,327,287,0,0,0.0,0.0
FORSYTH,084,084,2127,287,0.0,2414.0,1102,6,398,621,0,15,1215,6,11,88,0,215,864,115,1589,710,1198,1015,201,216,382,369,369,423,318,337,0,0,0.0,0.0
FORSYTH,085,085,2121,292,0.0,2413.0,570,11,824,715,1,28,495,5,6,89,4,207,1579,102,1661,650,1173,1025,215,225,360,348,371,433,372,304,0,0,0.0,0.0
FORSYTH,091,091,2067,252,0.0,2319.0,348,19,981,718,1,6,209,4,4,50,1,201,1844,60,1587,672,1103,1017,199,190,329,341,325,435,417,282,0,0,0.0,0.0
FORSYTH,092,092,1710,152,0.0,1862.0,247,10,848,605,0,9,103,5,4,37,0,139,1565,45,1315,502,903,803,156,167,233,250,261,323,365,263,0,0,0.0,0.0
FORSYTH,101,101,1901,270,0.0,2171.0,719,9,490,680,3,17,537,3,6,137,1,193,1277,173,1481,517,1093,912,166,203,326,292,276,344,419,311,0,0,0.0,0.0
FORSYTH,111,111,1711,170,0.0,1881.0,281,4,873,549,4,5,126,7,5,48,1,154,1535,60,1341,480,878,834,169,132,284,257,238,339,388,243,0,0,0.0,0.0
FORSYTH,112,112,2943,376,0.0,3319.0,619,17,1330,976,1,11,470,6,18,78,1,283,2452,104,2318,897,1581,1441,297,297,515,477,443,659,525,403,0,0,0.0,0.0
FORSYTH,121,121,2950,478,0.0,3428.0,1120,10,706,1112,2,56,1078,9,21,195,0,330,1739,211,2219,998,1765,1324,339,302,660,610,541,556,474,285,0,0,0.0,0.0
FORSYTH,123,123,2789,485,0.0,3274.0,946,16,816,1011,0,73,659,2,16,186,1,263,2074,189,2184,901,1740,1271,263,229,703,513,429,446,498,456,0,0,0.0,0.0
FORSYTH,124,124,2940,556,0.0,3496.0,1360,11,513,1055,1,103,1414,8,26,249,1,362,1333,279,2189,1028,1819,1352,325,414,647,678,536,531,419,271,0,0,0.0,0.0
FORSYTH,131,131,3592,361,0.0,3953.0,937,22,1174,1457,2,81,457,14,16,158,0,253,2974,154,2790,1009,1968,1719,266,366,541,650,649,612,648,487,0,0,0.0,0.0
FORSYTH,132,132,4327,466,0.0,4793.0,1193,25,1392,1717,0,108,735,12,24,202,0,357,3355,186,3361,1246,2353,2070,370,517,642,811,808,834,659,522,0,0,0.0,0.0
FORSYTH,134,134,3185,258,0.0,3443.0,583,11,1231,1359,1,37,149,6,10,106,0,222,2913,87,2495,861,1674,1548,221,371,349,509,582,620,580,432,0,0,0.0,0.0
FORSYTH,135,135,3404,417,0.0,3821.0,756,16,1163,1464,5,120,250,10,8,170,0,264,2999,141,2691,989,1920,1650,251,436,531,594,700,654,490,416,0,0,0.0,0.0
FORSYTH,202,202,1787,462,0.0,2249.0,987,4,192,604,0,5,1142,4,6,84,0,275,733,96,1444,709,1249,737,263,221,521,334,235,233,218,487,0,0,0.0,0.0
FORSYTH,203,203,1421,332,0.0,1753.0,924,5,49,442,1,1,1331,4,12,73,0,255,77,107,987,659,986,562,205,213,311,350,226,230,272,151,0,0,0.0,0.0
FORSYTH,204,204,1365,360,0.0,1725.0,780,3,95,485,2,10,897,2,16,113,0,261,426,141,977,607,873,611,241,322,448,225,191,213,181,145,0,0,0.0,0.0
FORSYTH,205,205,649,181,0.0,830.0,407,2,20,218,2,0,567,0,6,47,0,138,72,56,444,330,384,312,134,101,141,130,104,140,132,82,0,0,0.0,0.0
FORSYTH,206,206,1349,274,0.0,1623.0,864,9,87,389,0,9,1007,3,15,154,0,208,227,208,935,480,800,645,178,197,301,236,209,241,210,229,0,0,0.0,0.0
FORSYTH,207,207,1976,546,0.0,2522.0,1088,11,213,663,1,23,1301,3,18,258,1,363,555,337,1389,796,1341,895,286,330,541,443,362,369,301,176,0,0,0.0,0.0
FORSYTH,208,208,1714,674,0.0,2388.0,830,6,188,688,2,21,975,4,21,127,1,382,857,153,1375,860,1226,789,373,524,785,292,229,224,199,135,0,0,0.0,0.0
FORSYTH,301,301,664,248,0.0,912.0,395,4,31,232,2,1,635,1,3,70,0,157,45,86,465,361,434,324,154,133,178,162,117,139,119,64,0,0,0.0,0.0
FORSYTH,302,302,813,273,0.0,1086.0,495,5,44,269,0,1,734,2,3,85,0,158,103,109,570,407,508,433,145,143,201,174,136,163,170,99,0,0,0.0,0.0
FORSYTH,303,303,622,193,0.0,815.0,367,0,17,238,0,0,558,1,7,42,0,167,40,59,395,361,392,272,151,124,179,167,107,106,65,67,0,0,0.0,0.0
FORSYTH,304,304,1522,292,0.0,1814.0,1062,1,43,414,2,5,1444,2,9,50,1,242,61,68,1110,636,948,646,220,186,276,246,229,269,303,305,0,0,0.0,0.0
FORSYTH,305,305,1276,191,0.0,1467.0,890,5,42,338,1,9,1145,4,6,60,0,156,87,70,914,483,761,555,151,155,233,209,204,239,225,202,0,0,0.0,0.0
FORSYTH,306,306,1295,376,0.0,1671.0,620,11,129,534,1,3,829,4,18,230,0,327,260,315,781,575,800,612,259,321,338,255,204,232,208,113,0,0,0.0,0.0
FORSYTH,401,401,1403,414,0.0,1817.0,818,8,104,469,4,2,1197,0,7,114,0,285,212,142,1036,639,866,682,269,270,341,261,233,263,240,209,0,0,0.0,0.0
FORSYTH,402,402,1021,283,0.0,1304.0,651,3,35,331,1,1,956,5,10,64,0,204,64,77,724,503,662,461,181,175,225,204,171,196,219,114,0,0,0.0,0.0
FORSYTH,403,403,1774,552,0.0,2326.0,923,8,123,717,3,22,1287,12,16,91,0,426,472,96,1240,990,1058,865,403,219,576,367,301,365,336,162,0,0,0.0,0.0
FORSYTH,404,404,2118,732,0.0,2850.0,1100,8,159,849,2,50,1157,5,21,111,0,433,1073,127,1634,1089,1276,1153,421,243,942,488,302,338,345,192,0,0,0.0,0.0
FORSYTH,405,405,1767,677,0.0,2444.0,914,3,40,809,1,5,1393,3,29,75,2,868,69,134,1019,1291,1166,463,815,1541,434,122,92,101,87,67,0,0,0.0,0.0
FORSYTH,501,501,1659,292,0.0,1951.0,1081,4,105,467,2,8,1316,3,9,157,1,225,232,206,1153,592,1008,756,187,242,328,265,255,286,307,268,0,0,0.0,0.0
FORSYTH,502,502,1147,290,0.0,1437.0,717,4,63,361,2,2,915,3,5,149,1,246,116,195,758,484,693,543,201,222,270,211,158,187,203,186,0,0,0.0,0.0
FORSYTH,503,503,1219,368,0.0,1587.0,655,9,101,453,1,18,515,0,21,154,0,307,572,215,858,514,736,584,267,402,334,217,187,191,136,120,0,0,0.0,0.0
FORSYTH,504,504,1035,311,0.0,1346.0,518,2,116,398,1,4,616,3,2,195,0,295,231,279,610,457,630,503,213,252,285,182,165,174,171,117,0,0,0.0,0.0
FORSYTH,505,505,1571,439,0.0,2010.0,779,6,214,570,2,11,951,3,9,244,0,303,489,318,1056,636,1006,776,228,337,439,280,231,279,254,190,0,0,0.0,0.0
FORSYTH,506,506,1713,294,0.0,2007.0,702,8,317,685,1,22,645,6,9,233,2,260,830,286,1189,532,1003,779,225,267,425,361,266,290,256,142,0,0,0.0,0.0
FORSYTH,508,508,2579,527,0.0,3106.0,1169,19,489,899,3,36,1256,7,27,273,0,410,1097,362,1844,900,1567,1187,352,407,650,537,503,450,346,213,0,0,0.0,0.0
FORSYTH,509,509,2211,351,0.0,2562.0,891,14,504,800,2,29,932,3,20,184,0,264,1130,221,1559,782,1292,1014,256,316,492,452,473,395,270,164,0,0,0.0,0.0
FORSYTH,601,601,1378,314,0.0,1692.0,596,13,140,626,3,28,329,3,23,79,0,155,1075,82,1122,488,795,728,169,135,414,318,211,244,211,159,0,0,0.0,0.0
FORSYTH,602,602,3899,631,0.0,4530.0,1695,22,793,1385,4,74,1500,8,25,305,0,453,2165,381,2953,1196,2410,1698,422,405,846,809,597,727,655,491,0,0,0.0,0.0
FORSYTH,603,603,1890,349,0.0,2239.0,917,11,221,736,5,15,483,6,13,113,0,223,1386,135,1472,632,1075,945,219,183,432,446,318,286,349,225,0,0,0.0,0.0
FORSYTH,604,604,1532,437,0.0,1969.0,728,7,180,614,3,20,709,3,15,140,2,223,857,176,1191,602,1029,739,201,224,534,386,253,259,202,111,0,0,0.0,0.0
FORSYTH,605,605,3044,736,0.0,3780.0,1362,18,546,1115,3,83,1488,5,15,343,1,399,1446,401,2303,1076,1994,1424,362,378,858,637,502,549,524,332,0,0,0.0,0.0
FORSYTH,606,606,1530,314,0.0,1844.0,643,13,263,610,1,17,542,3,5,222,0,294,761,317,1001,526,899,725,220,274,376,281,224,267,262,160,0,0,0.0,0.0
FORSYTH,607,607,2029,385,0.0,2414.0,839,17,441,731,1,31,511,3,8,151,0,192,1518,154,1658,602,1320,891,203,169,424,398,326,368,369,360,0,0,0.0,0.0
FORSYTH,701,701,1318,216,0.0,1534.0,407,8,379,523,1,26,139,4,9,28,0,115,1213,30,1138,366,740,690,104,125,271,248,189,268,248,185,0,0,0.0,0.0
FORSYTH,702,702,1497,270,0.0,1767.0,571,8,256,661,1,31,112,3,20,65,0,126,1410,58,1278,431,888,740,139,99,450,360,197,227,260,174,0,0,0.0,0.0
FORSYTH,703,703,1106,191,0.0,1297.0,453,8,167,476,2,19,60,0,9,38,0,90,1081,43,943,311,632,563,102,78,322,296,175,183,149,94,0,0,0.0,0.0
FORSYTH,704,704,1695,305,0.0,2000.0,700,5,270,719,1,34,214,0,15,74,0,158,1505,75,1395,530,1003,828,169,102,507,490,243,254,214,190,0,0,0.0,0.0
FORSYTH,705,705,2212,417,0.0,2629.0,897,15,435,863,2,53,625,3,11,137,2,287,1511,163,1676,790,1333,1015,281,197,534,424,292,376,355,451,0,0,0.0,0.0
FORSYTH,706,706,1075,240,0.0,1315.0,418,9,239,409,0,31,325,2,5,75,0,147,730,95,831,389,653,525,137,122,218,222,177,201,181,194,0,0,0.0,0.0
FORSYTH,707,707,1221,214,0.0,1435.0,437,9,275,498,2,11,304,4,13,59,0,123,921,75,1000,360,759,562,114,117,311,222,177,190,189,229,0,0,0.0,0.0
FORSYTH,708,708,3854,585,0.0,4439.0,1410,19,1013,1412,0,151,1128,8,23,315,0,448,2366,346,2869,1224,2288,1733,418,464,783,724,615,691,594,568,0,0,0.0,0.0
FORSYTH,709,709,2853,424,0.0,3277.0,1106,19,649,1076,3,76,878,10,22,155,0,266,1870,150,2224,903,1775,1235,267,235,582,449,399,455,458,699,0,0,0.0,0.0
FORSYTH,801,801,1238,197,0.0,1435.0,462,3,231,541,1,17,179,0,11,42,0,136,1050,42,1017,376,733,563,139,185,242,233,168,155,204,248,0,0,0.0,0.0
FORSYTH,802,802,1574,113,0.0,1687.0,446,3,498,626,1,8,18,1,3,22,0,79,1556,23,1327,337,844,760,83,166,200,298,237,260,245,281,0,0,0.0,0.0
FORSYTH,803,803,1615,116,0.0,1731.0,375,5,567,667,1,18,8,5,3,11,0,82,1604,9,1313,409,845,794,92,159,223,270,231,280,298,270,0,0,0.0,0.0
FORSYTH,804,804,1205,98,0.0,1303.0,383,5,316,500,1,14,40,1,7,19,0,57,1165,22,1022,259,641,603,59,126,139,215,218,215,225,165,0,0,0.0,0.0
FORSYTH,805,805,2295,167,0.0,2462.0,703,6,636,950,0,25,95,3,14,59,0,132,2134,58,1869,535,1226,1104,132,215,274,385,311,406,439,432,0,0,0.0,0.0
FORSYTH,806,806,1810,231,0.0,2041.0,523,11,593,682,1,52,183,0,13,79,0,130,1584,67,1459,515,1104,804,133,147,278,254,201,285,393,483,0,0,0.0,0.0
FORSYTH,807,807,1762,184,0.0,1946.0,464,5,541,751,1,95,150,3,6,96,1,138,1457,66,1360,520,1021,794,131,179,284,268,283,313,297,322,0,0,0.0,0.0
FORSYTH,808,808,2817,700,0.0,3517.0,1097,23,506,1188,3,98,991,12,20,236,1,336,1823,246,2239,1032,1792,1394,331,333,1017,678,409,421,385,274,0,0,0.0,0.0
FORSYTH,809,809,2664,203,0.0,2867.0,732,17,775,1139,1,53,115,2,9,80,0,147,2461,68,2193,606,1434,1253,180,255,285,439,392,460,492,544,0,0,0.0,0.0
FORSYTH,901,901,1669,214,0.0,1883.0,613,6,326,723,1,22,50,2,10,38,0,114,1647,30,1412,441,945,832,106,155,322,309,245,317,304,231,0,0,0.0,0.0
FORSYTH,902,902,2068,604,0.0,2672.0,925,14,228,897,4,42,576,5,17,120,0,300,1612,113,1653,906,1216,1131,325,136,900,522,318,371,281,144,0,0,0.0,0.0
FORSYTH,903,903,2881,996,0.0,3877.0,956,8,476,1440,1,77,442,2,58,63,1,998,2236,163,2142,1572,1702,1270,905,1990,456,155,168,221,239,648,0,0,0.0,0.0
FORSYTH,904,904,1934,452,0.0,2386.0,989,11,241,692,1,9,1080,1,14,185,0,319,778,248,1422,716,1241,897,248,287,495,351,284,351,304,314,0,0,0.0,0.0
FORSYTH,905,905,2239,913,0.0,3152.0,930,9,352,943,5,74,614,4,47,112,0,497,1804,167,1948,1037,1563,1120,469,832,946,297,215,215,233,414,0,0,0.0,0.0
FORSYTH,906,906,2994,425,0.0,3419.0,1059,8,680,1242,5,54,575,3,24,146,0,249,2368,156,2447,816,1781,1388,250,301,539,583,467,481,602,446,0,0,0.0,0.0
FORSYTH,907,907,1762,255,0.0,2017.0,686,6,386,681,3,23,321,3,6,116,1,163,1384,98,1405,514,1020,834,163,160,315,347,270,277,323,325,0,0,0.0,0.0
FORSYTH,908,908,2593,212,0.0,2805.0,732,12,745,1104,0,53,288,5,5,97,1,185,2171,87,2031,687,1362,1263,180,280,312,413,437,510,521,332,0,0,0.0,0.0
