county_desc,precinct_abbrv,precinct_desc,reg_active,reg_inactive,reg_other_status,reg_total,party_dem,party_lib,party_rep,party_unaf,party_other,race_asian,race_black,race_aian,race_multiracial,race_other_race,race_nhpi,race_undesignated,race_white,eth_hispanic,eth_not_hispanic,eth_undesignated,gender_female,gender_male,gender_unknown,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75plus,age_under_18,age_unknown,reg_removed,
ALAMANCE,01,PATTERSON,3468,326,0.0,3794.0,444,19,1867,1136,2,16,226,6,13,100,0,231,3202,129,2544,1121,1827,1721,246,379,558,555,567,677,634,424,0,0,0.0,0.0
ALAMANCE,02,COBLE,3636,309,0.0,3945.0,431,16,1975,1213,1,13,174,11,9,69,0,219,3450,58,2800,1087,1901,1774,270,403,523,510,698,730,590,491,0,0,0.0,0.0
ALAMANCE,035,BOONE 5,4089,597,0.0,4686.0,1194,24,1333,1536,2,63,590,7,38,178,0,433,3377,215,3145,1326,2187,1770,729,1184,846,601,521,589,431,514,0,0,0.0,0.0
ALAMANCE,03C,CENTRAL BOONE,2214,214,0.0,2428.0,528,12,870,804,0,45,187,3,8,103,0,141,1941,83,1740,605,1192,1107,129,225,305,318,309,412,437,422,0,0,0.0,0.0
ALAMANCE,03N,NORTH BOONE,2978,702,0.0,3680.0,901,16,965,1096,0,68,276,1,38,95,2,265,2935,112,2698,870,1718,1363,599,1040,746,279,304,444,439,428,0,0,0.0,0.0
ALAMANCE,03N2,NORTH BOONE 2,721,29,0.0,750.0,257,1,179,284,0,3,6,0,0,5,0,35,701,3,493,254,450,261,39,12,5,9,5,18,62,639,0,0,0.0,0.0
ALAMANCE,03SE,SOUTH BOONE E,3423,740,0.0,4163.0,1092,11,1009,1308,3,93,1088,10,25,222,0,296,2429,196,2591,1376,2164,1693,306,348,911,691,510,620,564,519,0,0,0.0,0.0
ALAMANCE,03SM,SOUTH BOONE M,3562,577,0.0,4139.0,1007,16,1029,1510,0,120,883,9,20,263,0,344,2500,202,2373,1564,2074,1674,391,386,709,733,725,634,488,464,0,0,0.0,0.0
ALAMANCE,03W,WEST BOONE,2832,341,0.0,3173.0,703,13,1027,1088,1,27,391,16,12,103,0,229,2395,107,2152,914,1623,1323,227,301,454,482,470,537,508,421,0,0,0.0,0.0
ALAMANCE,04,MORTON,3828,344,0.0,4172.0,631,14,2013,1168,2,11,403,10,7,75,1,236,3429,85,2955,1132,2053,1848,271,401,540,640,565,785,723,518,0,0,0.0,0.0
ALAMANCE,05,FAUCETTE,2531,212,0.0,2743.0,353,12,1361,805,0,3,145,3,4,54,0,165,2369,45,1970,728,1324,1238,181,255,363,376,424,505,470,350,0,0,0.0,0.0
ALAMANCE,063,GRAHAM 3,2177,486,0.0,2663.0,946,4,444,780,3,16,903,14,22,392,0,389,927,570,1285,808,1305,1079,279,432,505,369,306,405,370,276,0,0,0.0,0.0
ALAMANCE,064,GRAHAM 4,4623,503,0.0,5126.0,1244,20,1620,1739,0,89,889,15,22,359,1,440,3311,397,3161,1568,2579,2147,400,512,772,708,700,878,819,737,0,0,0.0,0.0
ALAMANCE,06E,EAST GRAHAM,2025,406,0.0,2431.0,696,11,562,756,0,19,675,10,18,159,0,223,1327,208,1426,797,1256,975,200,237,472,408,302,357,376,279,0,0,0.0,0.0
ALAMANCE,06N,NORTH GRAHAM,2015,497,0.0,2512.0,872,15,400,728,0,22,923,2,17,288,1,334,925,383,1269,860,1325,930,257,313,496,403,324,397,371,208,0,0,0.0,0.0
ALAMANCE,06S,SOUTH GRAHAM,3373,483,0.0,3856.0,1038,15,1064,1256,0,60,1030,8,13,188,2,306,2249,199,2312,1345,1978,1547,331,346,771,652,527,628,506,426,0,0,0.0,0.0
ALAMANCE,06W,WEST GRAHAM,942,222,0.0,1164.0,315,4,247,376,0,16,323,2,9,127,0,128,559,145,658,361,580,469,115,121,221,188,159,189,165,121,0,0,0.0,0.0
ALAMANCE,07,ALBRIGHT,3046,279,0.0,3325.0,454,12,1551,1028,1,17,151,6,11,97,0,215,2828,98,2354,873,1633,1470,222,323,450,439,521,653,542,397,0,0,0.0,0.0
ALAMANCE,08N,NORTH NEWLIN,2792,296,0.0,3088.0,637,22,1104,1029,0,19,216,4,10,168,0,262,2409,213,1945,930,1455,1384,249,322,442,489,461,555,499,320,0,0,0.0,0.0
ALAMANCE,08S,SOUTH NEWLIN,1445,181,0.0,1626.0,276,4,676,489,0,13,95,3,6,48,0,126,1335,53,1099,474,792,716,118,163,230,233,223,320,287,170,0,0,0.0,0.0
ALAMANCE,09N,NORTH THOMPSON,2401,313,0.0,2714.0,751,9,765,875,1,55,579,3,13,110,0,221,1733,130,1679,905,1348,1139,227,223,402,438,404,479,425,343,0,0,0.0,0.0
ALAMANCE,09S,SOUTH THOMPSON,4592,542,0.0,5134.0,1190,28,1653,1720,1,84,570,13,18,283,2,430,3734,329,3184,1621,2442,2267,425,503,730,838,787,943,827,506,0,0,0.0,0.0
ALAMANCE,103,MELVILLE 3,4484,408,0.0,4892.0,1252,25,1407,1798,2,91,957,13,19,354,1,413,3044,360,2780,1752,2406,2027,459,499,816,876,783,788,671,459,0,0,0.0,0.0
ALAMANCE,104,MELVILLE 4,1954,344,0.0,2298.0,722,6,423,803,0,48,598,9,13,128,0,218,1284,105,1356,837,1165,908,225,212,404,435,373,385,277,212,0,0,0.0,0.0
ALAMANCE,10N,NORTH MELVILLE,3322,336,0.0,3658.0,866,15,1154,1285,2,29,494,7,17,137,1,299,2674,128,2374,1156,1818,1517,323,330,551,493,518,701,557,508,0,0,0.0,0.0
ALAMANCE,10S1,SOUTH MELVILLE,5441,940,0.0,6381.0,1918,27,1345,2147,4,84,1747,13,38,313,1,565,3620,304,3770,2307,3275,2518,588,679,1178,1123,1006,1008,760,627,0,0,0.0,0.0
ALAMANCE,11,PLEASANT GROVE,3324,430,0.0,3754.0,1174,13,1079,1054,4,16,1212,7,23,156,0,303,2037,176,2374,1204,1857,1608,289,380,547,544,578,732,556,417,0,0,0.0,0.0
ALAMANCE,1210,BURLINGTON 10,1537,394,0.0,1931.0,526,6,430,574,1,16,640,4,17,125,0,166,963,156,1148,627,1024,749,158,189,426,342,231,271,270,202,0,0,0.0,0.0
ALAMANCE,124,BURLINGTON 4,1570,235,0.0,1805.0,503,9,460,596,2,13,315,4,12,99,1,152,1209,117,1172,516,905,751,149,168,298,272,224,284,321,238,0,0,0.0,0.0
ALAMANCE,125,BURLINGTON 5,1757,201,0.0,1958.0,478,7,618,653,1,23,266,1,19,111,0,165,1373,132,1271,555,1028,795,135,130,236,266,195,317,355,459,0,0,0.0,0.0
ALAMANCE,126,BURLINGTON 6,1676,110,0.0,1786.0,404,4,642,626,0,12,93,0,2,46,0,105,1528,47,1306,433,930,755,101,125,176,201,207,240,320,517,0,0,0.0,0.0
ALAMANCE,127,BURLINGTON 7,3666,750,0.0,4416.0,1807,19,610,1229,1,20,2128,12,35,441,2,487,1291,529,2369,1518,2231,1794,391,591,808,744,615,742,558,358,0,0,0.0,0.0
ALAMANCE,128,BURLINGTON 8,1563,473,0.0,2036.0,674,8,259,618,4,17,859,7,18,169,1,258,707,217,1041,778,1045,778,213,238,408,338,264,280,293,215,0,0,0.0,0.0
ALAMANCE,129,BURLINGTON 9,1629,166,0.0,1795.0,374,12,676,567,0,18,242,2,6,83,3,147,1294,92,1171,532,930,732,133,147,247,244,222,301,308,326,0,0,0.0,0.0
ALAMANCE,12E,EAST BURLINGTON,1302,348,0.0,1650.0,560,4,244,493,1,19,573,6,11,216,0,247,578,295,807,548,782,678,190,228,336,247,201,267,227,144,0,0,0.0,0.0
ALAMANCE,12N,NORTH BURLINGTON,2765,663,0.0,3428.0,1618,10,280,856,1,12,1908,9,25,369,1,416,688,510,1723,1195,1828,1305,295,427,619,506,438,491,490,457,0,0,0.0,0.0
ALAMANCE,12S,SOUTH BURLINGTON,987,292,0.0,1279.0,393,2,194,398,0,8,438,2,12,187,0,192,440,255,603,421,641,501,137,217,250,215,159,209,143,86,0,0,0.0,0.0
ALAMANCE,12W,WEST BURLINGTON,1709,281,0.0,1990.0,596,8,449,655,1,11,278,6,15,82,0,187,1411,96,1286,608,1003,819,168,154,312,282,257,357,351,277,0,0,0.0,0.0
ALAMANCE,13,HAW RIVER,3369,596,0.0,3965.0,1307,11,902,1148,1,28,1204,6,20,316,0,445,1946,434,2250,1281,1942,1638,385,447,711,594,510,727,545,431,0,0,0.0,0.0
ALEXANDER,B1,BETHLEHEM #1,2779,253,0.0,3032.0,306,12,1483,978,0,35,44,6,5,53,0,207,2682,58,2355,619,1442,1329,261,240,396,397,432,566,542,459,0,0,0.0,0.0
ALEXANDER,B2,BETHLEHEM #2,3320,292,0.0,3612.0,368,13,1731,1206,2,32,60,3,3,51,1,270,3192,60,2821,731,1714,1583,315,323,464,496,528,661,631,509,0,0,0.0,0.0
ALEXANDER,E,ELLENDALE,2230,169,0.0,2399.0,350,11,1121,748,0,12,70,2,3,18,0,160,2134,22,1980,397,1175,1059,165,204,303,336,348,475,405,328,0,0,0.0,0.0
ALEXANDER,G1G2,GWALTNEY #1 #2,1482,117,0.0,1599.0,216,2,778,486,0,1,37,3,3,21,0,81,1453,28,1319,252,746,774,79,162,216,213,234,273,277,224,0,0,0.0,0.0
ALEXANDER,LRSL,LITTLE RIVER AND SUGAR LOAF,1731,131,0.0,1862.0,213,5,945,568,0,4,38,0,2,19,0,93,1706,21,1579,262,870,887,105,181,246,234,286,355,325,235,0,0,0.0,0.0
ALEXANDER,M,MILLERS,1628,209,0.0,1837.0,243,7,799,579,0,17,105,2,1,75,0,128,1509,87,1417,333,885,824,128,213,264,255,301,339,257,208,0,0,0.0,0.0
ALEXANDER,S1S2,SHARPES #1 #2,2498,312,0.0,2810.0,360,14,1216,907,1,8,96,4,7,82,0,202,2411,102,2259,449,1316,1295,199,287,457,362,391,511,437,365,0,0,0.0,0.0
ALEXANDER,T1T4T5,TAYLORSVILLE #1 #4 #5,3571,377,0.0,3948.0,505,17,1760,1289,0,29,244,2,5,87,0,266,3315,100,3156,692,1915,1776,257,370,605,580,570,677,626,520,0,0,0.0,0.0
ALEXANDER,T2T3,TAYLORSVILLE #2 #3,2507,302,0.0,2809.0,467,12,1121,907,0,16,225,6,7,85,0,194,2276,97,2205,507,1409,1197,203,266,453,367,378,510,438,397,0,0,0.0,0.0
ALEXANDER,W,WITTENBURG,1707,128,0.0,1835.0,173,3,951,579,1,14,19,4,1,26,0,114,1657,38,1458,339,870,839,126,162,234,210,264,358,328,279,0,0,0.0,0.0
ALLEGHANY,01,CHERRY LANE,1241,131,0.0,1372.0,184,3,579,475,0,0,9,4,2,18,0,101,1238,22,892,458,636,629,107,80,157,117,147,275,301,295,0,0,0.0,0.0
ALLEGHANY,03A,GAP CIVIL,3311,396,0.0,3707.0,663,10,1424,1214,0,3,61,3,7,118,0,343,3172,155,2362,1190,1796,1606,305,285,473,387,457,618,777,710,0,0,0.0,0.0
ALLEGHANY,04,GLADE CREEK,1295,163,0.0,1458.0,197,3,615,480,0,1,5,3,2,33,0,122,1292,55,1001,402,674,681,103,119,176,150,195,260,301,257,0,0,0.0,0.0
ALLEGHANY,06A,PRATHERS CREEK,1542,137,0.0,1679.0,275,8,734,523,2,4,4,2,1,33,0,149,1486,43,1146,490,773,762,144,110,162,177,224,324,370,312,0,0,0.0,0.0
ANSON,ANS,ANSONVILLE,914,117,0.0,1031.0,382,1,251,280,0,5,294,2,1,12,0,157,560,9,684,338,475,393,163,91,116,118,164,173,206,163,0,0,0.0,0.0
ANSON,BURN,BURNSVILLE,1267,150,0.0,1417.0,280,7,533,446,1,9,172,6,0,20,0,208,1002,15,968,434,621,565,231,130,240,172,203,280,212,180,0,0,0.0,0.0
ANSON,GULL,GULLEDGE,893,151,0.0,1044.0,439,1,179,273,1,14,435,3,4,25,0,178,385,20,652,372,463,396,185,93,141,138,154,209,166,143,0,0,0.0,0.0
ANSON,LILE,LILESVILLE,1939,290,0.0,2229.0,1053,3,351,531,1,5,979,6,7,18,0,386,828,15,1394,820,1004,833,392,193,335,306,300,385,416,294,0,0,0.0,0.0
ANSON,MM,MORVEN/MCFARLAN,974,193,0.0,1167.0,640,7,103,224,0,7,679,1,0,33,0,192,255,24,695,448,556,434,177,111,198,158,154,213,195,138,0,0,0.0,0.0
ANSON,PEAC,PEACHLAND,1173,145,0.0,1318.0,270,7,468,428,0,10,155,1,2,31,0,211,908,29,855,434,584,510,224,125,202,185,179,242,221,164,0,0,0.0,0.0
ANSON,POLK,POLKTON,773,164,0.0,937.0,303,2,212,256,0,4,260,1,1,36,0,160,475,31,580,326,415,346,176,101,137,148,131,154,142,124,0,0,0.0,0.0
ANSON,WADES,WADESBORO,5053,1439,0.0,6492.0,2631,13,809,1598,2,37,3055,10,8,100,2,1126,2154,67,4056,2369,3001,2334,1157,546,1067,980,923,1077,985,914,0,0,0.0,0.0
ANSON,WS,WHITE STORE,303,45,0.0,348.0,100,1,114,88,0,4,91,1,2,7,0,54,189,12,221,115,146,146,56,34,52,38,53,68,58,45,0,0,0.0,0.0
ASHE,02,CLIFTON,1135,130,0.0,1265.0,149,5,591,390,0,1,1,4,0,15,0,71,1173,24,1027,214,625,579,61,113,129,141,184,226,242,230,0,0,0.0,0.0
ASHE,03,CRESTON,443,45,0.0,488.0,41,2,255,144,1,0,2,0,1,6,0,27,452,5,403,80,236,230,22,38,65,46,71,74,99,95,0,0,0.0,0.0
ASHE,04,ELK,468,40,0.0,508.0,83,1,185,199,0,0,2,0,1,7,0,45,453,8,365,135,245,220,43,33,59,59,67,92,114,84,0,0,0.0,0.0
ASHE,06,HELTON,435,58,0.0,493.0,55,3,214,163,0,2,1,1,0,1,0,26,462,1,408,84,239,228,26,39,38,48,72,85,125,86,0,0,0.0,0.0
ASHE,07,HORSE CREEK,328,41,0.0,369.0,64,0,162,102,0,1,0,1,0,3,0,32,332,1,291,77,166,170,33,31,46,40,45,68,88,51,0,0,0.0,0.0
ASHE,08,HURRICANE,190,19,0.0,209.0,32,0,90,68,0,0,2,0,0,1,0,21,185,0,161,48,92,98,19,14,17,29,26,32,50,41,0,0,0.0,0.0
ASHE,09,JEFFERSON,3176,400,0.0,3576.0,532,11,1401,1232,0,16,41,7,4,68,0,239,3201,102,2834,640,1803,1560,213,298,496,395,494,566,656,671,0,0,0.0,0.0
ASHE,10,LAUREL,212,30,0.0,242.0,25,1,115,71,0,1,0,1,0,2,0,23,215,2,195,45,117,105,20,23,33,23,27,46,47,43,0,0,0.0,0.0
ASHE,11,NEW RIVER,1857,194,0.0,2051.0,296,6,824,730,1,1,12,2,0,36,0,147,1853,51,1616,384,972,951,128,175,230,226,283,349,468,320,0,0,0.0,0.0
ASHE,12,NORTH FORK,558,73,0.0,631.0,96,2,306,154,0,1,2,0,0,5,0,34,589,8,488,135,311,286,34,36,57,78,70,127,141,122,0,0,0.0,0.0
ASHE,13,0BIDS,1105,112,0.0,1217.0,146,3,549,407,0,5,6,0,0,17,1,91,1097,18,951,248,562,571,84,83,156,147,150,228,238,215,0,0,0.0,0.0
ASHE,14,OLD FIELDS,2141,221,0.0,2362.0,368,9,990,774,0,7,10,1,1,28,0,124,2191,29,1880,453,1179,1053,130,157,241,236,289,400,516,523,0,0,0.0,0.0
ASHE,15,PEAK CREEK,847,103,0.0,950.0,104,3,429,311,0,4,2,1,2,5,0,58,878,14,748,188,449,436,65,57,103,126,119,188,205,152,0,0,0.0,0.0
ASHE,16,PINE SWAMP,2041,237,0.0,2278.0,326,9,980,725,1,6,13,0,4,26,1,169,2059,34,1691,553,1098,1006,174,161,280,264,335,423,463,352,0,0,0.0,0.0
ASHE,17,PINEY CREEK,699,97,0.0,796.0,88,1,380,230,0,1,4,1,0,4,0,56,730,3,670,123,398,346,52,66,89,98,126,148,140,129,0,0,0.0,0.0
ASHE,18,POND MOUNTAIN,135,22,0.0,157.0,18,1,76,40,0,0,3,0,0,1,0,10,143,0,128,29,76,72,9,10,16,20,19,26,27,39,0,0,0.0,0.0
ASHE,20,WEST JEFFERSON,2729,403,0.0,3132.0,469,19,1214,1026,1,11,17,8,4,62,0,195,2835,68,2493,571,1562,1369,201,245,380,418,423,494,587,585,0,0,0.0,0.0
AVERY,01,ALTAMONT,841,112,0.0,953.0,59,5,470,307,0,2,7,2,0,16,0,46,880,9,691,253,474,439,40,89,124,116,158,147,173,146,0,0,0.0,0.0
AVERY,02,BANNER ELK,2004,432,0.0,2436.0,269,8,928,796,3,13,19,3,2,44,0,192,2163,34,1537,865,1166,1081,189,188,328,243,323,416,490,448,0,0,0.0,0.0
AVERY,03,BEECH MOUNTAIN,401,60,0.0,461.0,20,1,260,120,0,1,0,0,0,4,0,40,416,0,325,136,204,220,37,30,57,62,77,81,81,73,0,0,0.0,0.0
AVERY,04,CAREYS FLAT,93,11,0.0,104.0,7,1,56,29,0,0,0,0,0,0,0,9,95,1,62,41,47,50,7,9,9,8,15,25,25,13,0,0,0.0,0.0
AVERY,05,CRANBERRY,287,46,0.0,333.0,20,2,181,84,0,1,1,0,0,8,0,28,295,7,232,94,150,156,27,28,50,31,62,64,44,54,0,0,0.0,0.0
AVERY,06,ELK PARK,653,146,0.0,799.0,43,10,410,190,0,0,0,1,0,13,0,64,721,9,542,248,379,354,66,67,117,127,138,114,132,104,0,0,0.0,0.0
AVERY,07,FRANK,204,25,0.0,229.0,4,1,157,42,0,1,3,0,0,0,0,22,203,0,162,67,105,103,21,26,27,39,27,43,26,41,0,0,0.0,0.0
AVERY,08,HEATON,289,42,0.0,331.0,12,1,206,70,0,2,0,2,1,2,0,17,307,2,244,85,156,157,18,25,34,36,66,59,68,43,0,0,0.0,0.0
AVERY,09,HUGHES,290,26,0.0,316.0,19,1,190,80,0,0,3,0,1,1,0,23,288,4,229,83,161,143,12,24,51,42,49,53,43,54,0,0,0.0,0.0
AVERY,10,INGALLS,691,97,0.0,788.0,40,3,438,210,0,0,3,0,0,12,0,98,675,12,500,276,371,321,96,66,97,102,102,154,150,117,0,0,0.0,0.0
AVERY,11,LINVILLE,457,67,0.0,524.0,60,1,230,166,0,2,0,0,3,6,0,42,471,4,338,182,254,233,37,32,48,54,52,91,128,119,0,0,0.0,0.0
AVERY,12,MINNEAPOLIS,214,37,0.0,251.0,9,0,144,60,1,0,2,0,0,0,0,14,235,0,194,57,116,125,10,11,19,44,35,47,44,51,0,0,0.0,0.0
AVERY,13,MONTEZUMA,472,70,0.0,542.0,54,1,275,142,0,2,1,1,1,7,0,25,505,4,383,155,266,248,28,42,67,54,71,96,112,100,0,0,0.0,0.0
AVERY,14,NEWLAND # 1,782,120,0.0,902.0,58,1,470,253,0,2,3,2,2,15,0,70,808,16,599,287,449,400,53,80,112,100,106,158,167,179,0,0,0.0,0.0
AVERY,15,NEWLAND # 2,660,111,0.0,771.0,60,1,422,177,0,3,3,3,3,14,0,55,690,16,517,238,393,321,57,63,102,97,91,135,151,132,0,0,0.0,0.0
AVERY,16,PINEOLA,1336,219,0.0,1555.0,157,8,682,488,1,2,6,1,1,25,0,100,1420,25,970,560,792,680,83,72,112,133,131,231,414,462,0,0,0.0,0.0
AVERY,17,PLUMTREE,485,75,0.0,560.0,19,3,331,132,0,0,4,0,0,2,0,48,506,1,372,187,262,255,43,64,92,64,71,91,101,77,0,0,0.0,0.0
AVERY,18,PYATTE,308,38,0.0,346.0,12,2,195,99,0,0,0,1,0,4,0,39,302,6,230,110,153,162,31,32,46,59,47,56,64,42,0,0,0.0,0.0
AVERY,19,ROARING CREEK,231,39,0.0,270.0,11,1,164,55,0,0,1,1,0,0,0,25,243,0,197,73,129,119,22,21,49,32,43,32,51,42,0,0,0.0,0.0
BEAUFORT,AUROR,AURORA,910,107,0.0,1017.0,351,2,276,280,1,0,351,4,1,15,0,97,549,10,664,343,501,407,109,74,95,103,106,201,244,194,0,0,0.0,0.0
BEAUFORT,BEADM,BEAVER DAM,1638,132,0.0,1770.0,216,3,867,552,0,5,114,1,1,41,1,111,1496,48,1315,407,892,763,115,170,227,211,289,317,311,245,0,0,0.0,0.0
BEAUFORT,BELHV,BELHAVEN,1293,175,0.0,1468.0,425,4,511,352,1,3,451,0,3,30,0,113,868,28,1063,377,727,621,120,114,140,148,167,260,344,295,0,0,0.0,0.0
BEAUFORT,BLCK,BLOUNTS CREEK,825,67,0.0,892.0,223,4,364,234,0,1,178,1,3,14,0,63,632,8,647,237,417,402,73,54,74,68,121,192,222,161,0,0,0.0,0.0
BEAUFORT,CHOCO,CHOCOWINITY,3444,526,0.0,3970.0,814,13,1433,1184,0,2,774,3,7,130,0,420,2634,128,2642,1200,1945,1618,407,448,570,534,596,649,666,507,0,0,0.0,0.0
BEAUFORT,EDWAR,EDWARD,857,95,0.0,952.0,256,3,345,253,0,3,246,2,0,10,0,78,613,9,651,292,452,407,93,76,93,103,107,184,223,166,0,0,0.0,0.0
BEAUFORT,GILEA,GILEAD,2059,177,0.0,2236.0,335,4,944,776,0,6,146,5,0,32,0,140,1907,8,1727,501,1082,989,165,111,148,140,190,378,602,667,0,0,0.0,0.0
BEAUFORT,HB,HUNTERS BRIDGE,710,83,0.0,793.0,99,2,371,238,0,0,54,1,0,11,0,29,698,10,630,153,397,367,29,82,102,113,117,141,138,100,0,0,0.0,0.0
BEAUFORT,NCRK,NORTH CREEK,1348,91,0.0,1439.0,224,3,706,415,0,3,94,2,1,19,0,89,1231,9,1084,346,676,652,111,94,117,130,157,272,394,275,0,0,0.0,0.0
BEAUFORT,OLDF,OLD FORD,1456,158,0.0,1614.0,481,8,525,441,1,4,463,2,3,59,0,120,963,54,1172,388,772,699,143,137,260,236,236,261,261,223,0,0,0.0,0.0
BEAUFORT,PANTE,PANTEGO,939,119,0.0,1058.0,263,1,424,251,0,1,253,0,1,33,0,75,695,36,800,222,525,454,79,112,135,133,125,165,189,199,0,0,0.0,0.0
BEAUFORT,PINET,PINETOWN,781,63,0.0,844.0,101,1,424,254,1,1,31,0,2,10,0,34,766,15,653,176,413,385,46,86,101,104,123,143,154,133,0,0,0.0,0.0
BEAUFORT,PSJW3,P S JONES-WASH W3,1199,229,0.0,1428.0,623,2,204,368,2,3,768,3,4,45,0,157,448,32,893,503,775,500,153,136,192,216,180,214,237,253,0,0,0.0,0.0
BEAUFORT,RVRD,RIVER ROAD,1843,211,0.0,2054.0,424,8,747,664,0,4,300,1,5,82,1,156,1505,91,1471,492,1020,876,158,206,261,243,257,317,410,360,0,0,0.0,0.0
BEAUFORT,SURBA,SURRY-BATH,1837,161,0.0,1998.0,230,5,884,716,2,4,52,2,3,28,1,88,1820,25,1576,397,984,905,109,146,221,249,254,337,406,385,0,0,0.0,0.0
BEAUFORT,TCRK,TRANTERS CREEK,2169,223,0.0,2392.0,466,5,959,739,0,9,340,2,3,80,0,184,1774,82,1751,559,1165,1036,191,254,305,283,353,421,414,362,0,0,0.0,0.0
BEAUFORT,WASH1,WASHINGTON WARD 1,1334,206,0.0,1540.0,522,6,321,485,0,1,520,3,4,34,0,158,820,30,1037,473,776,604,160,121,209,184,194,271,334,227,0,0,0.0,0.0
BEAUFORT,WASH2,WASHINGTON WARD 2,1204,316,0.0,1520.0,573,2,231,397,1,2,691,0,3,37,0,161,626,31,1027,462,794,560,166,123,253,198,162,268,270,246,0,0,0.0,0.0
BEAUFORT,WASH4,WASHINGTON WARD 4,1916,218,0.0,2134.0,555,10,671,679,1,7,399,1,5,77,0,169,1476,78,1544,512,1105,844,185,200,242,237,265,331,391,468,0,0,0.0,0.0
BEAUFORT,WASHP,WASHINGTON PARK,1087,108,0.0,1195.0,253,4,413,417,0,0,175,1,2,39,0,69,909,36,919,240,611,512,72,114,123,145,158,192,228,235,0,0,0.0,0.0
BEAUFORT,WDPD,WOODARDS POND,1453,125,0.0,1578.0,196,5,710,542,0,2,78,4,2,44,0,114,1334,43,1165,370,750,701,127,150,177,198,227,245,311,270,0,0,0.0,0.0
BERTIE,C1,COLERAIN 1,735,112,0.0,847.0,320,2,169,244,0,0,311,1,1,8,0,71,455,7,553,287,420,348,79,61,111,103,99,169,167,137,0,0,0.0,0.0
BERTIE,C2,COLERAIN 2,1066,174,0.0,1240.0,703,0,95,268,0,1,787,0,1,4,0,115,332,2,835,403,648,472,120,75,158,161,154,223,247,222,0,0,0.0,0.0
BERTIE,IW,INDIAN WOODS,286,41,0.0,327.0,210,1,18,57,0,1,266,0,2,1,0,30,27,1,241,85,164,130,33,39,29,38,31,63,76,51,0,0,0.0,0.0
BERTIE,M1,MITCHELLS 1,614,96,0.0,710.0,295,0,129,190,0,1,317,0,1,3,0,64,324,2,466,242,367,280,63,54,89,113,105,123,139,87,0,0,0.0,0.0
BERTIE,M2,MITCHELLS 2,648,120,0.0,768.0,347,6,107,188,0,0,417,1,0,12,0,83,255,10,462,296,388,308,72,71,95,95,112,116,168,111,0,0,0.0,0.0
BERTIE,MH,MERRY HILL,707,94,0.0,801.0,336,4,155,210,2,1,368,1,0,3,0,55,373,0,551,250,379,356,66,60,95,68,93,137,190,158,0,0,0.0,0.0
BERTIE,RX,ROXOBEL,918,173,0.0,1091.0,574,2,79,263,0,1,730,1,2,5,0,114,238,3,670,418,526,452,113,104,157,117,167,184,209,153,0,0,0.0,0.0
BERTIE,SN,SNAKEBITE,699,106,0.0,805.0,473,3,57,166,0,3,566,2,2,8,0,86,138,5,541,259,397,325,83,71,116,100,116,140,168,94,0,0,0.0,0.0
BERTIE,W1,WINDSOR 1,3169,442,0.0,3611.0,1825,13,377,954,0,18,1995,6,5,19,0,400,1168,16,2492,1103,1815,1406,390,340,488,447,452,606,718,560,0,0,0.0,0.0
BERTIE,W2,WINDSOR 2,610,43,0.0,653.0,171,0,159,280,0,2,9,2,0,1,0,39,600,3,501,149,340,273,40,62,79,79,99,97,119,118,0,0,0.0,0.0
BERTIE,WD,WOODVILLE,663,120,0.0,783.0,464,0,39,160,0,0,596,1,1,8,0,96,81,7,475,301,388,306,89,71,94,121,100,145,145,107,0,0,0.0,0.0
BERTIE,WH,WHITES,926,103,0.0,1029.0,369,3,226,328,0,1,312,2,1,9,0,88,616,2,686,341,500,425,104,66,103,133,126,173,239,189,0,0,0.0,0.0
BLADEN,P10,ABBOTTS,568,93,0.0,661.0,157,1,170,240,0,0,165,6,3,15,0,50,422,12,451,198,346,278,37,78,91,87,98,105,118,84,0,0,0.0,0.0
BLADEN,P15,BETHEL,2454,384,0.0,2838.0,574,1,781,1098,0,5,518,27,11,126,0,242,1909,157,1808,873,1388,1256,194,326,486,397,390,462,405,372,0,0,0.0,0.0
BLADEN,P201,BLADENBORO #1,1290,161,0.0,1451.0,277,5,437,570,1,1,175,11,5,18,0,99,1142,13,1045,393,764,601,86,118,189,161,213,260,241,269,0,0,0.0,0.0
BLADEN,P202,BLADENBORO #2,2093,315,0.0,2408.0,530,8,640,914,1,0,493,45,11,61,0,202,1596,65,1556,787,1214,1019,175,273,349,331,366,375,405,309,0,0,0.0,0.0
BLADEN,P25,BROWN MARSH,893,152,0.0,1045.0,379,3,185,326,0,1,422,10,4,11,0,102,495,12,665,368,535,421,89,109,122,126,159,163,226,140,0,0,0.0,0.0
BLADEN,P30,CARVERS CREEK,1088,155,0.0,1243.0,685,0,142,261,0,1,745,141,8,11,3,129,205,12,815,416,640,490,113,93,162,152,176,200,239,221,0,0,0.0,0.0
BLADEN,P35,CENTRAL,568,98,0.0,666.0,244,3,111,209,1,0,272,5,3,32,0,78,276,35,388,243,317,282,67,85,100,86,93,113,113,76,0,0,0.0,0.0
BLADEN,P40,COLLY,1500,229,0.0,1729.0,327,7,576,590,0,0,278,14,6,33,0,124,1274,34,1076,619,859,743,127,135,202,188,253,313,367,271,0,0,0.0,0.0
