county_desc,precinct_abbrv,pop_total,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two_more,pop_hispanic,pop_white_nonhisp,vap_total,vap_white,vap_black,vap_aian,vap_asian,vap_hispanic,vap_white_nonhisp,pop_nonwhite,pct_white,pct_black,pct_hispanic,pct_asian,pct_nonwhite,vap_pct
EDGECOMBE,1202,2933,174,2631,8,6,1,27,86,57,168,2111,146,1896,8,5,38,142,2759,0.0593,0.897,0.0194,0.002,0.9407,0.7197
EDGECOMBE,1203,4201,1856,2026,11,4,1,168,135,224,1819,3273,1542,1524,6,4,132,1519,2345,0.4418,0.4823,0.0533,0.001,0.5582,0.7791
EDGECOMBE,1204,2296,120,2072,6,1,2,41,54,55,114,1682,100,1522,3,1,36,95,2176,0.0523,0.9024,0.024,0.0004,0.9477,0.7326
EDGECOMBE,1205,1546,59,1414,3,1,1,18,50,36,54,1225,49,1123,2,1,27,45,1487,0.0382,0.9146,0.0233,0.0006,0.9618,0.7924
EDGECOMBE,1301,1759,1306,354,6,1,0,44,48,67,1303,1377,1042,262,6,1,45,1041,453,0.7425,0.2013,0.0381,0.0006,0.2575,0.7828
EDGECOMBE,1401,1569,1143,328,11,2,0,40,45,67,1128,1225,923,231,6,2,46,914,426,0.7285,0.2091,0.0427,0.0013,0.2715,0.7808
FORSYTH,012,3802,3096,153,18,31,2,300,202,475,3034,3023,2544,126,17,23,283,2521,706,0.8143,0.0402,0.1249,0.0082,0.1857,0.7951
FORSYTH,013,5576,3941,841,22,113,1,220,438,458,3858,4285,3166,652,14,85,281,3115,1635,0.7068,0.1508,0.0821,0.0203,0.2932,0.7685
FORSYTH,014,3112,2350,291,22,78,0,124,247,252,2318,2608,2041,248,11,68,167,2026,762,0.7551,0.0935,0.081,0.0251,0.2449,0.838
FORSYTH,015,4280,3102,689,7,103,5,108,266,290,3031,3409,2559,503,7,76,210,2507,1178,0.7248,0.161,0.0678,0.0241,0.2752,0.7965
FORSYTH,016,3720,2548,647,28,116,0,111,270,355,2446,2848,2028,470,19,93,237,1965,1172,0.6849,0.1739,0.0954,0.0312,0.3151,0.7656
FORSYTH,017,2868,1997,459,10,42,0,158,202,294,1946,2230,1591,354,10,38,185,1570,871,0.6963,0.16,0.1025,0.0146,0.3037,0.7775
FORSYTH,021,4855,4262,242,21,20,0,74,236,218,4212,3960,3506,211,17,14,136,3472,593,0.8779,0.0498,0.0449,0.0041,0.1221,0.8157
FORSYTH,031,2725,1887,512,11,16,1,154,144,248,1827,2227,1595,418,6,15,160,1558,838,0.6925,0.1879,0.091,0.0059,0.3075,0.8172
FORSYTH,032,4004,2790,756,14,43,4,144,253,307,2730,3146,2266,576,9,36,195,2229,1214,0.6968,0.1888,0.0767,0.0107,0.3032,0.7857
FORSYTH,033,4360,1857,1512,49,33,7,567,335,909,1743,3329,1554,1112,38,30,575,1501,2503,0.4259,0.3468,0.2085,0.0076,0.5741,0.7635
FORSYTH,034,3702,2414,684,30,22,2,300,250,467,2342,2883,1987,503,28,22,284,1953,1288,0.6521,0.1848,0.1261,0.0059,0.3479,0.7788
FORSYTH,042,6378,2881,1943,42,102,2,799,609,1337,2734,4717,2374,1408,27,76,764,2304,3497,0.4517,0.3046,0.2096,0.016,0.5483,0.7396
FORSYTH,043,6089,2547,1197,104,34,20,1665,522,2300,2348,4391,2031,917,64,33,1380,1933,3542,0.4183,0.1966,0.3777,0.0056,0.5817,0.7211
FORSYTH,051,4594,3323,473,25,200,1,190,382,487,3250,3648,2748,347,20,149,331,2696,1271,0.7233,0.103,0.106,0.0435,0.2767,0.7941
FORSYTH,052,1540,1362,61,6,30,0,24,57,70,1344,1267,1141,48,0,21,49,1132,178,0.8844,0.0396,0.0455,0.0195,0.1156,0.8227
FORSYTH,053,3461,2784,227,11,120,0,67,252,200,2737,2614,2180,160,10,80,125,2150,677,0.8044,0.0656,0.0578,0.0347,0.1956,0.7553
FORSYTH,054,3330,2877,167,4,82,1,26,173,110,2858,2668,2332,146,3,59,76,2318,453,0.864,0.0502,0.033,0.0246,0.136,0.8012
FORSYTH,055,5137,3923,349,21,343,3,111,387,340,3838,4025,3179,259,15,252,217,3126,1214,0.7637,0.0679,0.0662,0.0668,0.2363,0.7835
FORSYTH,061,3989,2429,659,34,52,0,451,364,771,2326,3106,2033,482,31,38,507,1966,1560,0.6089,0.1652,0.1933,0.013,0.3911,0.7786
FORSYTH,062,2441,1959,229,14,22,0,49,168,124,1939,1939,1592,182,14,19,80,1583,482,0.8025,0.0938,0.0508,0.009,0.1975,0.7943
FORSYTH,063,5677,4110,852,46,92,1,150,426,431,4026,4374,3328,592,35,64,271,3278,1567,0.724,0.1501,0.0759,0.0162,0.276,0.7705
FORSYTH,064,1930,1412,202,15,25,0,136,140,246,1375,1598,1219,168,14,19,165,1198,518,0.7316,0.1047,0.1275,0.013,0.2684,0.828
FORSYTH,065,5184,3982,599,25,134,2,141,301,343,3916,4206,3346,479,20,100,212,3298,1202,0.7681,0.1155,0.0662,0.0258,0.2319,0.8113
FORSYTH,066,4398,2942,336,63,57,0,507,493,1059,2729,3354,2371,263,44,49,650,2257,1456,0.6689,0.0764,0.2408,0.013,0.3311,0.7626
FORSYTH,067,3411,2327,564,20,33,0,216,251,364,2284,2757,1964,432,12,25,257,1932,1084,0.6822,0.1653,0.1067,0.0097,0.3178,0.8083
FORSYTH,068,3597,3005,328,6,23,0,53,182,157,2959,2772,2336,254,4,20,111,2305,592,0.8354,0.0912,0.0436,0.0064,0.1646,0.7706
FORSYTH,071,4976,4017,336,21,184,3,88,327,274,3951,3824,3181,243,13,133,179,3139,959,0.8073,0.0675,0.0551,0.037,0.1927,0.7685
FORSYTH,073,3931,3524,133,8,41,1,43,181,154,3467,2994,2749,90,3,26,90,2722,407,0.8965,0.0338,0.0392,0.0104,0.1035,0.7616
FORSYTH,074,4627,3332,503,9,381,0,119,283,293,3275,3588,2682,399,6,243,201,2638,1295,0.7201,0.1087,0.0633,0.0823,0.2799,0.7754
FORSYTH,075,994,844,38,2,19,0,28,63,51,839,785,692,22,2,9,36,691,150,0.8491,0.0382,0.0513,0.0191,0.1509,0.7897
FORSYTH,076,4471,3337,464,10,185,7,147,321,352,3263,3487,2704,348,5,127,243,2651,1134,0.7464,0.1038,0.0787,0.0414,0.2536,0.7799
FORSYTH,077,4589,2994,352,24,199,0,443,577,968,2906,3369,2322,265,14,146,582,2284,1595,0.6524,0.0767,0.2109,0.0434,0.3476,0.7341
FORSYTH,081,5747,2394,1903,61,61,1,827,500,1305,2212,4260,1941,1472,42,47,769,1827,3353,0.4166,0.3311,0.2271,0.0106,0.5834,0.7413
FORSYTH,083,3329,1375,1297,41,18,10,321,267,553,1314,2563,1120,1023,22,11,348,1091,1954,0.413,0.3896,0.1661,0.0054,0.587,0.7699
FORSYTH,084,3181,1205,1521,15,26,2,178,234,313,1169,2481,982,1224,7,16,202,953,1976,0.3788,0.4782,0.0984,0.0082,0.6212,0.7799
FORSYTH,085,3078,2115,563,21,45,1,161,172,276,2073,2458,1738,452,20,32,187,1710,963,0.6871,0.1829,0.0897,0.0146,0.3129,0.7986
FORSYTH,091,2995,2529,222,6,16,0,71,151,138,2497,2420,2077,187,6,15,79,2051,466,0.8444,0.0741,0.0461,0.0053,0.1556,0.808
FORSYTH,092,2382,2060,138,7,15,0,30,132,100,2036,1892,1670,96,6,13,60,1660,322,0.8648,0.0579,0.042,0.0063,0.1352,0.7943
FORSYTH,101,3293,1719,739,17,20,3,558,237,805,1643,2565,1476,584,7,15,462,1433,1574,0.522,0.2244,0.2445,0.0061,0.478,0.7789
FORSYTH,111,2539,2084,168,21,10,1,100,155,177,2066,2093,1766,133,17,6,113,1759,455,0.8208,0.0662,0.0697,0.0039,0.1792,0.8243
FORSYTH,112,4627,3527,630,29,15,3,172,251,327,3464,3675,2851,486,25,8,222,2807,1100,0.7623,0.1362,0.0707,0.0032,0.2377,0.7943
FORSYTH,121,4907,2651,1398,18,149,2,287,402,592,2542,3790,2107,1070,14,128,392,2045,2256,0.5402,0.2849,0.1206,0.0304,0.4598,0.7724
FORSYTH,123,4515,2836,911,31,211,1,164,361,435,2753,3697,2442,698,23,164,305,2388,1679,0.6281,0.2018,0.0963,0.0467,0.3719,0.8188
FORSYTH,124,4886,2035,1859,27,201,4,329,431,604,1959,3668,1637,1363,25,147,413,1593,2851,0.4165,0.3805,0.1236,0.0411,0.5835,0.7507
FORSYTH,131,4637,3488,484,20,266,1,93,285,278,3416,3570,2761,370,15,190,170,2721,1149,0.7522,0.1044,0.06,0.0574,0.2478,0.7699
FORSYTH,132,5858,4329,773,12,239,2,103,400,364,4237,4429,3362,569,11,173,203,3309,1529,0.739,0.132,0.0621,0.0408,0.261,0.7561
FORSYTH,134,4045,3496,150,21,51,0,116,211,242,3448,3093,2728,123,19,36,132,2702,549,0.8643,0.0371,0.0598,0.0126,0.1357,0.7646
FORSYTH,135,4290,3285,246,18,398,1,96,246,254,3236,3110,2450,179,16,267,156,2423,1005,0.7657,0.0573,0.0592,0.0928,0.2343,0.7249
FORSYTH,202,3822,1150,2005,17,105,7,287,251,445,1083,3064,1066,1530,7,87,292,1025,2672,0.3009,0.5246,0.1164,0.0275,0.6991,0.8017
FORSYTH,203,2826,138,2415,12,2,1,183,75,249,120,1879,108,1599,12,2,142,96,2688,0.0488,0.8546,0.0881,0.0007,0.9512,0.6649
FORSYTH,204,2587,439,1513,27,24,7,403,174,537,394,1905,394,1128,18,21,303,368,2148,0.1697,0.5848,0.2076,0.0093,0.8303,0.7364
FORSYTH,205,1223,62,969,11,2,0,107,72,135,51,895,40,742,11,2,83,32,1161,0.0507,0.7923,0.1104,0.0016,0.9493,0.7318
FORSYTH,206,2823,379,1421,48,13,0,757,205,980,319,2046,311,1110,39,10,584,284,2444,0.1343,0.5034,0.3471,0.0046,0.8657,0.7248
FORSYTH,207,5112,1008,2372,82,46,16,1160,428,1649,870,3635,838,1729,46,36,1000,756,4104,0.1972,0.464,0.3226,0.009,0.8028,0.7111
FORSYTH,208,4182,1101,1961,27,73,14,609,397,918,1017,3285,1010,1535,20,57,576,960,3081,0.2633,0.4689,0.2195,0.0175,0.7367,0.7855
FORSYTH,301,1583,82,1104,6,0,3,301,87,399,61,1088,62,807,0,0,222,45,1501,0.0518,0.6974,0.2521,0.0,0.9482,0.6873
FORSYTH,302,1847,150,1219,22,0,1,341,114,425,132,1270,122,883,9,0,230,110,1697,0.0812,0.66,0.2301,0.0,0.9188,0.6876
FORSYTH,303,1542,52,1209,8,2,0,238,33,272,35,977,34,769,8,2,156,30,1490,0.0337,0.784,0.1764,0.0013,0.9663,0.6336
FORSYTH,304,2590,95,2174,5,16,0,186,114,260,79,1961,58,1711,4,12,140,55,2495,0.0367,0.8394,0.1004,0.0062,0.9633,0.7571
FORSYTH,305,1917,105,1498,15,16,0,190,93,273,87,1510,76,1231,11,15,169,76,1812,0.0548,0.7814,0.1424,0.0083,0.9452,0.7877
FORSYTH,306,3472,599,1373,69,13,0,1122,296,1569,420,2362,466,1021,40,11,899,362,2873,0.1725,0.3954,0.4519,0.0037,0.8275,0.6803
FORSYTH,401,3331,500,2045,24,12,0,534,216,756,429,2436,416,1579,14,10,411,380,2831,0.1501,0.6139,0.227,0.0036,0.8499,0.7313
FORSYTH,402,2143,109,1622,18,2,0,261,131,352,86,1494,79,1182,9,2,188,68,2034,0.0509,0.7569,0.1643,0.0009,0.9491,0.6972
FORSYTH,403,3003,448,2026,19,38,1,298,173,442,411,2270,388,1553,9,37,241,369,2555,0.1492,0.6747,0.1472,0.0127,0.8508,0.7559
FORSYTH,404,4295,1517,2216,8,99,0,265,190,419,1473,3720,1458,1851,3,91,303,1417,2778,0.3532,0.5159,0.0976,0.0231,0.6468,0.8661
FORSYTH,405,3721,158,3009,42,8,1,296,207,451,121,3158,130,2688,37,8,256,110,3563,0.0425,0.8087,0.1212,0.0021,0.9575,0.8487
FORSYTH,501,3175,421,1885,39,21,3,612,194,829,353,2320,321,1496,24,12,466,289,2754,0.1326,0.5937,0.2611,0.0066,0.8674,0.7307
FORSYTH,502,2984,223,1468,17,1,1,1101,173,1277,189,2077,165,1153,15,1,735,147,2761,0.0747,0.492,0.4279,0.0003,0.9253,0.696
FORSYTH,503,3180,1247,862,40,43,0,662,326,991,1153,2318,1032,647,17,30,582,977,1933,0.3921,0.2711,0.3116,0.0135,0.6079,0.7289
FORSYTH,504,2993,539,1017,59,7,3,1120,248,1499,444,2020,404,788,37,3,840,369,2454,0.1801,0.3398,0.5008,0.0023,0.8199,0.6749
FORSYTH,505,4275,950,1622,41,20,2,1152,488,1661,857,2976,780,1199,30,14,955,736,3325,0.2222,0.3794,0.3885,0.0047,0.7778,0.6961
FORSYTH,506,3177,1235,807,50,53,1,651,380,1055,1149,2290,1019,582,34,44,626,973,1942,0.3887,0.254,0.3321,0.0167,0.6113,0.7208
FORSYTH,508,4828,1600,1964,68,55,15,743,383,1207,1453,3505,1271,1421,58,45,769,1180,3228,0.3314,0.4068,0.25,0.0114,0.6686,0.726
FORSYTH,509,3791,1881,1214,34,62,1,262,337,583,1749,2694,1429,866,24,47,328,1367,1910,0.4962,0.3202,0.1538,0.0164,0.5038,0.7106
FORSYTH,601,2872,1675,617,31,59,0,195,295,408,1624,2493,1549,526,27,50,291,1508,1197,0.5832,0.2148,0.1421,0.0205,0.4168,0.868
FORSYTH,602,6335,3058,2040,41,123,0,481,592,992,2952,4950,2591,1533,36,106,646,2520,3277,0.4827,0.322,0.1566,0.0194,0.5173,0.7814
FORSYTH,603,3087,1722,700,27,32,1,356,249,517,1685,2504,1476,587,17,28,329,1448,1365,0.5578,0.2268,0.1675,0.0104,0.4422,0.8111
FORSYTH,604,3428,1052,1265,27,58,2,595,429,896,999,2570,931,925,17,50,570,882,2376,0.3069,0.369,0.2614,0.0169,0.6931,0.7497
FORSYTH,605,5900,2198,2095,63,155,2,856,531,1390,2034,4566,1908,1598,52,122,902,1801,3702,0.3725,0.3551,0.2356,0.0263,0.6275,0.7739
FORSYTH,606,3279,1192,849,28,34,1,755,420,1302,1040,2422,990,644,22,29,790,915,2087,0.3635,0.2589,0.3971,0.0104,0.6365,0.7386
FORSYTH,607,3220,1948,693,23,81,1,200,274,351,1900,2666,1727,549,20,66,244,1689,1272,0.605,0.2152,0.109,0.0252,0.395,0.828
FORSYTH,701,2097,1587,314,1,64,0,39,92,81,1571,1726,1324,267,0,58,54,1310,510,0.7568,0.1497,0.0386,0.0305,0.2432,0.8231
FORSYTH,702,1885,1496,152,2,99,0,27,109,84,1485,1600,1277,134,2,88,71,1267,389,0.7936,0.0806,0.0446,0.0525,0.2064,0.8488
FORSYTH,703,1566,1283,81,2,37,0,38,125,113,1253,1302,1082,61,2,34,74,1069,283,0.8193,0.0517,0.0722,0.0236,0.1807,0.8314
FORSYTH,704,2323,1752,309,1,40,0,85,136,152,1723,1922,1523,236,0,33,86,1498,571,0.7542,0.133,0.0654,0.0172,0.2458,0.8274
FORSYTH,705,3462,1955,763,13,189,1,231,310,463,1906,2876,1733,622,13,140,307,1706,1507,0.5647,0.2204,0.1337,0.0546,0.4353,0.8307
FORSYTH,706,2126,1142,535,17,100,1,125,206,305,1095,1683,972,412,12,61,225,935,984,0.5372,0.2516,0.1435,0.047,0.4628,0.7916
FORSYTH,707,2148,1310,436,7,52,0,163,180,299,1282,1724,1124,319,7,40,211,1102,838,0.6099,0.203,0.1392,0.0242,0.3901,0.8026
FORSYTH,708,6262,3413,1470,52,380,0,384,563,863,3286,4896,2837,1093,41,303,574,2756,2849,0.545,0.2347,0.1378,0.0607,0.455,0.7819
FORSYTH,709,4646,2599,1344,29,254,2,111,307,350,2537,3863,2338,978,23,201,256,2296,2047,0.5594,0.2893,0.0753,0.0547,0.4406,0.8315
FORSYTH,801,1745,1323,244,10,40,0,31,97,103,1297,1458,1103,213,7,36,79,1088,422,0.7582,0.1398,0.059,0.0229,0.2418,0.8355
FORSYTH,802,1843,1684,30,2,13,0,14,100,63,1683,1409,1308,21,1,10,32,1307,159,0.9137,0.0163,0.0342,0.0071,0.0863,0.7645
FORSYTH,803,2013,1905,14,3,18,0,3,70,35,1898,1581,1510,7,3,14,28,1503,108,0.9463,0.007,0.0174,0.0089,0.0537,0.7854
FORSYTH,804,1563,1409,35,2,18,0,9,90,55,1400,1170,1067,30,2,13,26,1066,154,0.9015,0.0224,0.0352,0.0115,0.0985,0.7486
FORSYTH,805,2867,2499,85,9,55,0,45,174,128,2481,2234,1982,66,6,42,89,1973,368,0.8716,0.0296,0.0446,0.0192,0.1284,0.7792
FORSYTH,806,2427,1847,242,9,101,3,62,163,167,1832,2082,1644,189,9,70,121,1629,580,0.761,0.0997,0.0688,0.0416,0.239,0.8578
FORSYTH,807,2572,1882,183,7,279,0,46,175,145,1850,2013,1529,133,4,208,98,1509,690,0.7317,0.0712,0.0564,0.1085,0.2683,0.7827
FORSYTH,808,5914,2821,1798,40,393,4,399,459,783,2734,4690,2407,1355,36,283,545,2350,3093,0.477,0.304,0.1324,0.0665,0.523,0.793
FORSYTH,809,3265,2752,122,15,112,1,33,230,150,2733,2533,2181,100,9,97,94,2165,513,0.8429,0.0374,0.0459,0.0343,0.1571,0.7758
FORSYTH,901,2147,1878,98,8,25,0,26,112,93,1859,1752,1556,73,6,19,72,1539,269,0.8747,0.0456,0.0433,0.0116,0.1253,0.816
FORSYTH,902,2835,1837,575,9,117,0,77,220,196,1787,2624,1732,543,8,107,157,1686,998,0.648,0.2028,0.0691,0.0413,0.352,0.9256
FORSYTH,903,4708,3425,672,9,193,1,108,300,325,3357,4344,3258,573,8,188,257,3199,1283,0.7275,0.1427,0.069,0.041,0.2725,0.9227
FORSYTH,904,4444,1153,1830,70,46,78,940,327,1309,1045,3407,1004,1461,48,36,837,936,3291,0.2595,0.4118,0.2946,0.0104,0.7405,0.7667
FORSYTH,905,4943,3083,1076,8,285,3,128,360,371,3012,4483,2925,878,4,277,318,2859,1860,0.6237,0.2177,0.0751,0.0577,0.3763,0.9069
FORSYTH,906,4310,2904,795,16,150,0,132,313,328,2834,3393,2403,555,10,120,212,2357,1406,0.6738,0.1845,0.0761,0.0348,0.3262,0.7872
FORSYTH,907,2576,1778,420,7,52,0,106,213,244,1746,2061,1483,304,7,51,172,1461,798,0.6902,0.163,0.0947,0.0202,0.3098,0.8001
FORSYTH,908,3379,2703,255,6,136,1,56,222,210,2663,2585,2095,210,4,103,150,2068,676,0.7999,0.0755,0.0621,0.0402,0.2001,0.765
FORSYTH,909,1924,1141,397,19,41,11,180,135,317,1092,1456,905,299,14,29,198,876,783,0.593,0.2063,0.1648,0.0213,0.407,0.7568
FRANKLIN,01,2749,1297,1181,18,41,0,110,102,140,1281,2287,1147,934,13,41,98,1136,1452,0.4718,0.4296,0.0509,0.0149,0.5282,0.8319
FRANKLIN,02,2539,1134,941,26,15,0,288,135,381,1104,2022,958,755,24,15,246,939,1405,0.4466,0.3706,0.1501,0.0059,0.5534,0.7964
FRANKLIN,03,5661,3348,1575,33,35,6,283,381,499,3257,4336,2693,1170,24,28,315,2636,2313,0.5914,0.2782,0.0881,0.0062,0.4086,0.7659
FRANKLIN,05,4068,2664,722,41,21,1,364,255,578,2587,3053,2103,551,29,11,356,2055,1404,0.6549,0.1775,0.1421,0.0052,0.3451,0.7505
FRANKLIN,06,2937,1434,1055,33,10,0,265,140,376,1390,2451,1196,946,24,10,254,1174,1503,0.4883,0.3592,0.128,0.0034,0.5117,0.8345
FRANKLIN,07,2795,2125,268,19,9,0,196,178,301,2075,2122,1684,198,15,9,167,1664,670,0.7603,0.0959,0.1077,0.0032,0.2397,0.7592
FRANKLIN,08,4975,3552,836,42,22,3,243,277,511,3409,3991,2986,625,29,17,312,2905,1423,0.714,0.168,0.1027,0.0044,0.286,0.8022
FRANKLIN,09,2199,1475,458,51,3,0,116,96,190,1464,1776,1234,368,37,3,128,1225,724,0.6708,0.2083,0.0864,0.0014,0.3292,0.8076
FRANKLIN,10,1467,1008,309,3,6,1,69,71,115,991,1167,814,238,3,6,89,803,459,0.6871,0.2106,0.0784,0.0041,0.3129,0.7955
FRANKLIN,11,2440,1230,924,12,0,2,150,122,226,1198,1935,991,749,12,0,140,977,1210,0.5041,0.3787,0.0926,0.0,0.4959,0.793
FRANKLIN,12,2043,1313,580,8,1,0,69,72,110,1288,1629,1064,473,7,1,70,1053,730,0.6427,0.2839,0.0538,0.0005,0.3573,0.7974
FRANKLIN,13,2928,1994,397,37,11,4,312,173,475,1940,2311,1653,304,28,10,314,1619,934,0.681,0.1356,0.1622,0.0038,0.319,0.7893
FRANKLIN,14,6081,4587,782,19,43,2,297,351,518,4488,4544,3534,570,12,31,294,3484,1494,0.7543,0.1286,0.0852,0.0071,0.2457,0.7472
FRANKLIN,15,4420,1791,1916,23,40,2,379,269,573,1713,3386,1427,1497,19,34,363,1387,2629,0.4052,0.4335,0.1296,0.009,0.5948,0.7661
FRANKLIN,16,2789,1373,1138,33,5,0,141,99,238,1340,2215,1141,900,17,4,131,1128,1416,0.4923,0.408,0.0853,0.0018,0.5077,0.7942
FRANKLIN,17,5291,4019,580,38,16,3,297,338,502,3918,4022,3125,452,29,7,312,3070,1272,0.7596,0.1096,0.0949,0.003,0.2404,0.7602
FRANKLIN,18,4460,3302,654,27,23,0,147,307,338,3209,3295,2514,449,21,23,205,2461,1158,0.7404,0.1466,0.0758,0.0052,0.2596,0.7388
FRANKLIN,19,8731,5827,1674,28,164,0,405,633,891,5633,6602,4583,1237,20,125,563,4467,2904,0.6674,0.1917,0.1021,0.0188,0.3326,0.7562
GASTON,10A,4986,4004,536,16,23,0,95,312,230,3940,3978,3282,409,15,17,131,3258,982,0.803,0.1075,0.0461,0.0046,0.197,0.7978
GASTON,11A,4679,3922,272,6,36,0,143,300,309,3881,3759,3179,205,4,23,257,3154,757,0.8382,0.0581,0.066,0.0077,0.1618,0.8034
GASTON,12A,3537,3100,108,20,15,0,109,185,140,3090,2852,2509,92,16,14,90,2509,437,0.8764,0.0305,0.0396,0.0042,0.1236,0.8063
GASTON,13A,4033,3552,151,20,15,1,87,207,185,3509,3207,2882,112,17,14,121,2848,481,0.8807,0.0374,0.0459,0.0037,0.1193,0.7952
GASTON,14A,7701,5223,1497,18,86,3,403,471,651,5121,5975,4180,1153,13,57,431,4131,2478,0.6782,0.1944,0.0845,0.0112,0.3218,0.7759
GASTON,15A,8162,3035,3731,46,15,0,813,522,1240,2889,5884,2456,2596,35,14,735,2369,5127,0.3718,0.4571,0.1519,0.0018,0.6282,0.7209
GASTON,16A,5749,1874,2987,26,36,5,438,383,686,1779,4310,1555,2212,26,33,424,1498,3875,0.326,0.5196,0.1193,0.0063,0.674,0.7497
GASTON,17A,5256,3424,955,32,47,1,447,350,688,3323,4295,2956,721,26,39,490,2877,1832,0.6514,0.1817,0.1309,0.0089,0.3486,0.8172
GASTON,18A,6406,4436,954,34,69,6,443,464,743,4303,4732,3483,612,25,44,455,3424,1970,0.6925,0.1489,0.116,0.0108,0.3075,0.7387
GASTON,19A,5326,4735,174,37,34,0,72,274,127,4708,4172,3774,130,30,24,92,3758,591,0.889,0.0327,0.0238,0.0064,0.111,0.7833
GASTON,1A,5038,2755,1441,41,60,2,307,432,601,2662,4041,2371,1108,34,46,399,2306,2283,0.5468,0.286,0.1193,0.0119,0.4532,0.8021
GASTON,20A,6437,4950,852,26,66,1,139,403,347,4880,5029,3994,626,26,41,210,3953,1487,0.769,0.1324,0.0539,0.0103,0.231,0.7813
GASTON,21A,3660,3100,200,15,52,0,76,217,192,3068,2934,2525,170,12,42,118,2505,560,0.847,0.0546,0.0525,0.0142,0.153,0.8016
GASTON,22A,5747,3634,1286,12,176,1,211,427,401,3571,4427,2894,993,10,120,267,2859,2113,0.6323,0.2238,0.0698,0.0306,0.3677,0.7703
GASTON,23A,7645,5877,940,31,99,5,259,434,442,5792,5997,4828,621,25,84,262,4785,1768,0.7687,0.123,0.0578,0.0129,0.2313,0.7844
