county_desc,precinct_abbrv,pop_total,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two_more,pop_hispanic,pop_white_nonhisp,vap_total,vap_white,vap_black,vap_aian,vap_asian,vap_hispanic,vap_white_nonhisp,pop_nonwhite,pct_white,pct_black,pct_hispanic,pct_asian,pct_nonwhite,vap_pct
ALAMANCE,01,5135,4466,265,17,17,2,131,237,251,4420,4066,3568,226,16,7,167,3544,669,0.8697,0.0516,0.0489,0.0033,0.1303,0.7918
ALAMANCE,02,4771,4262,169,22,18,4,77,219,190,4225,3766,3430,116,19,11,112,3406,509,0.8933,0.0354,0.0398,0.0038,0.1067,0.7894
ALAMANCE,035,8320,6440,897,32,154,4,260,533,596,6321,7042,5587,733,23,138,427,5495,1880,0.774,0.1078,0.0716,0.0185,0.226,0.8464
ALAMANCE,03C,2755,2292,180,11,81,0,65,126,161,2256,2246,1891,162,4,63,105,1869,463,0.8319,0.0653,0.0584,0.0294,0.1681,0.8152
ALAMANCE,03N,5578,4625,439,10,135,0,78,291,262,4539,5006,4209,370,8,125,203,4134,953,0.8292,0.0787,0.047,0.0242,0.1708,0.8975
ALAMANCE,03N2,829,800,8,0,3,0,0,18,11,800,791,769,6,0,3,7,769,29,0.965,0.0097,0.0133,0.0036,0.035,0.9542
ALAMANCE,03SE,5609,3434,1264,31,292,2,223,363,452,3357,4636,3000,946,29,246,338,2949,2175,0.6122,0.2254,0.0806,0.0521,0.3878,0.8265
ALAMANCE,03SM,4671,3032,743,8,340,0,211,337,440,2948,3524,2362,556,4,254,287,2310,1639,0.6491,0.1591,0.0942,0.0728,0.3509,0.7544
ALAMANCE,03W,3980,3164,421,19,76,1,89,210,219,3112,3111,2505,322,14,60,145,2479,816,0.795,0.1058,0.055,0.0191,0.205,0.7817
ALAMANCE,04,5427,4588,440,23,10,6,103,257,231,4536,4307,3668,379,22,8,149,3630,839,0.8454,0.0811,0.0426,0.0018,0.1546,0.7936
ALAMANCE,05,3399,2960,179,13,9,2,105,131,179,2926,2756,2459,133,12,6,101,2445,439,0.8708,0.0527,0.0527,0.0026,0.1292,0.8108
ALAMANCE,063,5026,1471,1487,92,69,1,1517,389,2105,1224,3574,1196,1101,69,47,1256,1081,3555,0.2927,0.2959,0.4188,0.0137,0.7073,0.7111
ALAMANCE,064,6344,3987,886,86,142,0,784,459,1242,3834,4952,3314,695,50,113,769,3237,2357,0.6285,0.1397,0.1958,0.0224,0.3715,0.7806
ALAMANCE,06E,4030,2089,1121,53,43,7,369,348,617,1995,3183,1783,864,35,38,398,1719,1941,0.5184,0.2782,0.1531,0.0107,0.4816,0.7898
ALAMANCE,06N,4895,1681,1656,81,38,2,993,444,1476,1505,3587,1383,1212,60,33,928,1278,3214,0.3434,0.3383,0.3015,0.0078,0.6566,0.7328
ALAMANCE,06S,4946,3140,1157,36,93,1,206,313,450,3031,3986,2631,913,29,72,305,2554,1806,0.6349,0.2339,0.091,0.0188,0.3651,0.8059
ALAMANCE,06W,2135,902,625,32,27,1,369,179,586,820,1573,742,439,26,16,371,709,1233,0.4225,0.2927,0.2745,0.0126,0.5775,0.7368
ALAMANCE,07,4456,3753,234,16,20,0,177,256,318,3675,3475,3007,195,11,18,179,2967,703,0.8422,0.0525,0.0714,0.0045,0.1578,0.7798
ALAMANCE,08N,4235,3269,278,41,13,1,311,322,591,3164,3284,2605,244,35,12,379,2545,966,0.7719,0.0656,0.1396,0.0031,0.2281,0.7754
ALAMANCE,08S,2101,1756,100,10,21,0,69,145,121,1733,1647,1410,85,8,18,70,1401,345,0.8358,0.0476,0.0576,0.01,0.1642,0.7839
ALAMANCE,09N,3329,2220,627,34,86,2,146,214,299,2159,2596,1775,504,21,60,184,1741,1109,0.6669,0.1883,0.0898,0.0258,0.3331,0.7798
ALAMANCE,09S,6676,4836,613,82,117,2,513,513,921,4701,5208,3910,502,56,89,570,3833,1840,0.7244,0.0918,0.138,0.0175,0.2756,0.7801
ALAMANCE,103,4617,3099,534,52,52,1,539,340,798,3036,3556,2547,398,36,46,469,2505,1518,0.6712,0.1157,0.1728,0.0113,0.3288,0.7702
ALAMANCE,104,3408,1825,912,26,158,9,131,347,324,1773,2542,1451,662,24,118,203,1410,1583,0.5355,0.2676,0.0951,0.0464,0.4645,0.7459
ALAMANCE,10N,4828,3505,680,28,59,1,194,361,395,3469,3779,2855,527,21,45,242,2834,1323,0.726,0.1408,0.0818,0.0122,0.274,0.7827
ALAMANCE,10S1,9013,5225,2458,42,209,2,384,693,758,5107,6835,4180,1805,27,155,480,4108,3788,0.5797,0.2727,0.0841,0.0232,0.4203,0.7583
ALAMANCE,11,4741,2567,1480,47,16,0,343,288,521,2491,3743,2041,1249,30,13,327,2000,2174,0.5414,0.3122,0.1099,0.0034,0.4586,0.7895
ALAMANCE,1210,3115,1560,1043,26,61,10,233,182,359,1503,2413,1315,759,21,48,242,1278,1555,0.5008,0.3348,0.1152,0.0196,0.4992,0.7746
ALAMANCE,124,2424,1612,435,15,30,2,167,163,300,1550,1991,1395,342,8,20,203,1361,812,0.665,0.1795,0.1238,0.0124,0.335,0.8214
ALAMANCE,125,2949,1942,400,21,72,11,274,229,443,1881,2415,1720,310,16,54,289,1676,1007,0.6585,0.1356,0.1502,0.0244,0.3415,0.8189
ALAMANCE,126,1993,1749,98,1,26,0,52,67,92,1727,1682,1501,83,0,19,58,1485,244,0.8776,0.0492,0.0462,0.013,0.1224,0.844
ALAMANCE,127,7860,2384,3300,102,69,10,1431,564,2032,2168,5610,1843,2458,63,54,1222,1721,5476,0.3033,0.4198,0.2585,0.0088,0.6967,0.7137
ALAMANCE,128,3764,1216,1584,41,70,2,568,283,830,1135,2815,1050,1143,32,42,547,994,2548,0.3231,0.4208,0.2205,0.0186,0.6769,0.7479
ALAMANCE,129,2479,1763,309,15,48,4,171,169,288,1714,1932,1439,231,14,39,165,1409,716,0.7112,0.1246,0.1162,0.0194,0.2888,0.7793
ALAMANCE,12E,3419,1154,1011,63,43,5,867,276,1203,1021,2632,969,784,49,34,823,895,2265,0.3375,0.2957,0.3519,0.0126,0.6625,0.7698
ALAMANCE,12N,6355,1374,2898,96,42,6,1426,513,1923,1248,4789,1168,2299,68,38,1214,1090,4981,0.2162,0.456,0.3026,0.0066,0.7838,0.7536
ALAMANCE,12S,2785,894,932,22,25,0,647,265,934,810,1956,706,639,11,19,591,658,1891,0.321,0.3346,0.3354,0.009,0.679,0.7023
ALAMANCE,12W,2828,1963,437,30,29,4,191,174,279,1918,2289,1661,331,21,26,193,1634,865,0.6941,0.1545,0.0987,0.0103,0.3059,0.8094
ALAMANCE,13,6190,2848,1714,51,35,0,1025,517,1506,2655,4674,2289,1372,40,26,912,2184,3342,0.4601,0.2769,0.2433,0.0057,0.5399,0.7551
ALEXANDER,B1,3768,3417,42,5,73,1,54,176,140,3374,3088,2831,30,5,63,86,2809,351,0.9068,0.0111,0.0372,0.0194,0.0932,0.8195
ALEXANDER,B2,4510,4056,90,11,93,0,45,215,110,4023,3594,3297,68,11,52,58,3277,454,0.8993,0.02,0.0244,0.0206,0.1007,0.7969
ALEXANDER,E,3154,2908,111,7,12,0,25,91,65,2880,2563,2379,105,3,9,30,2362,246,0.922,0.0352,0.0206,0.0038,0.078,0.8126
ALEXANDER,G1G2,2154,1944,40,9,1,4,50,106,105,1928,1696,1553,31,9,1,68,1542,210,0.9025,0.0186,0.0487,0.0005,0.0975,0.7874
ALEXANDER,LRSL,2546,2348,57,9,12,0,44,76,66,2342,2066,1921,43,8,10,43,1916,198,0.9222,0.0224,0.0259,0.0047,0.0778,0.8115
ALEXANDER,M,2650,2176,151,13,32,0,124,154,256,2125,2039,1708,120,9,20,170,1676,474,0.8211,0.057,0.0966,0.0121,0.1789,0.7694
ALEXANDER,S1S2,4216,3557,146,17,21,0,258,217,388,3489,3320,2875,118,15,13,236,2840,659,0.8437,0.0346,0.092,0.005,0.1563,0.7875
ALEXANDER,T1T4T5,7097,5506,950,40,85,0,197,319,335,5439,5857,4549,856,36,63,249,4504,1591,0.7758,0.1339,0.0472,0.012,0.2242,0.8253
ALEXANDER,T2T3,4107,3336,322,27,36,0,172,214,299,3275,3215,2660,264,22,27,175,2637,771,0.8123,0.0784,0.0728,0.0088,0.1877,0.7828
ALEXANDER,W,2242,2036,23,6,27,0,40,110,72,2018,1835,1689,13,6,25,48,1676,206,0.9081,0.0103,0.0321,0.012,0.0919,0.8185
ALLEGHANY,01,1563,1436,7,9,0,1,46,64,114,1396,1304,1220,7,9,0,63,1199,127,0.9187,0.0045,0.0729,0.0,0.0813,0.8343
ALLEGHANY,03A,5192,4406,69,18,13,3,404,279,718,4259,4239,3658,54,14,13,488,3586,786,0.8486,0.0133,0.1383,0.0025,0.1514,0.8164
ALLEGHANY,04,2001,1722,23,12,2,0,110,132,301,1626,1621,1426,23,3,2,193,1374,279,0.8606,0.0115,0.1504,0.001,0.1394,0.8101
ALLEGHANY,06A,2132,1980,5,8,0,2,42,95,155,1905,1778,1668,5,8,0,121,1612,152,0.9287,0.0023,0.0727,0.0,0.0713,0.834
ANSON,ANS,1370,841,459,7,6,0,16,41,26,841,1109,680,379,5,5,19,680,529,0.6139,0.335,0.019,0.0044,0.3861,0.8095
ANSON,BURN,1732,1338,244,6,19,1,45,79,68,1333,1383,1092,201,4,11,45,1089,394,0.7725,0.1409,0.0393,0.011,0.2275,0.7985
ANSON,GULL,1267,549,666,2,11,3,11,25,19,547,1065,469,554,2,11,16,468,718,0.4333,0.5257,0.015,0.0087,0.5667,0.8406
ANSON,LILE,2864,1302,1365,26,16,0,14,141,43,1290,2296,1071,1120,24,9,29,1060,1562,0.4546,0.4766,0.015,0.0056,0.5454,0.8017
ANSON,MM,1480,435,940,6,6,1,49,43,65,430,1194,359,767,5,4,46,357,1045,0.2939,0.6351,0.0439,0.0041,0.7061,0.8068
ANSON,PEAC,1733,1341,211,2,19,0,95,65,114,1327,1381,1114,158,1,15,62,1105,392,0.7738,0.1218,0.0658,0.011,0.2262,0.7969
ANSON,POLK,1455,813,512,6,9,0,44,71,66,803,1130,645,405,4,9,33,643,642,0.5588,0.3519,0.0454,0.0062,0.4412,0.7766
ANSON,WADES,9680,3836,5299,50,126,2,143,224,212,3790,7923,3340,4165,44,96,167,3313,5844,0.3963,0.5474,0.0219,0.013,0.6037,0.8185
ANSON,WS,474,237,175,1,9,0,26,26,52,232,364,195,125,1,9,37,192,237,0.5,0.3692,0.1097,0.019,0.5,0.7679
ASHE,02,1665,1547,9,1,3,0,43,62,86,1528,1357,1283,8,1,2,44,1277,118,0.9291,0.0054,0.0517,0.0018,0.0709,0.815
ASHE,03,598,571,3,0,0,0,4,20,11,567,482,459,2,0,0,9,457,27,0.9548,0.005,0.0184,0.0,0.0452,0.806
ASHE,04,586,551,1,1,2,0,5,26,16,547,491,467,1,1,2,12,463,35,0.9403,0.0017,0.0273,0.0034,0.0597,0.8379
ASHE,06,640,588,1,4,0,0,6,41,12,587,538,503,0,4,0,4,502,52,0.9188,0.0016,0.0188,0.0,0.0812,0.8406
ASHE,07,592,560,1,1,0,0,7,23,14,558,470,448,0,1,0,11,446,32,0.9459,0.0017,0.0236,0.0,0.0541,0.7939
ASHE,08,269,246,2,0,2,0,7,12,14,241,226,212,0,0,0,12,208,23,0.9145,0.0074,0.052,0.0074,0.0855,0.8401
ASHE,09,4803,4331,43,22,23,4,180,200,369,4234,3975,3645,35,22,14,250,3581,472,0.9017,0.009,0.0768,0.0048,0.0983,0.8276
ASHE,10,367,359,0,0,1,0,0,7,2,358,304,297,0,0,1,1,296,8,0.9782,0.0,0.0054,0.0027,0.0218,0.8283
ASHE,11,2817,2468,15,7,13,1,147,166,247,2433,2321,2044,10,7,13,190,2024,349,0.8761,0.0053,0.0877,0.0046,0.1239,0.8239
ASHE,12,880,832,1,2,4,0,12,29,17,827,736,700,0,2,4,12,696,48,0.9455,0.0011,0.0193,0.0045,0.0545,0.8364
ASHE,13,1299,1247,2,3,3,0,11,33,35,1237,1103,1071,2,3,3,15,1066,52,0.96,0.0015,0.0269,0.0023,0.04,0.8491
ASHE,14,2796,2629,4,7,11,1,39,105,136,2568,2383,2263,3,7,10,83,2226,167,0.9403,0.0014,0.0486,0.0039,0.0597,0.8523
ASHE,15,1176,1090,7,2,1,0,41,35,57,1080,986,925,7,2,1,38,919,86,0.9269,0.006,0.0485,0.0009,0.0731,0.8384
ASHE,16,2590,2416,9,5,8,6,62,84,100,2401,2102,1974,6,5,7,71,1968,174,0.9328,0.0035,0.0386,0.0031,0.0672,0.8116
ASHE,17,1072,995,3,3,2,0,5,64,17,991,899,851,3,3,2,10,847,77,0.9282,0.0028,0.0159,0.0019,0.0718,0.8386
ASHE,18,241,227,1,1,4,0,1,7,5,224,195,187,0,1,4,3,184,14,0.9419,0.0041,0.0207,0.0166,0.0581,0.8091
ASHE,20,4186,3778,25,18,26,0,153,186,381,3647,3416,3130,20,17,16,242,3060,408,0.9025,0.006,0.091,0.0062,0.0975,0.8161
AVERY,01,1123,966,1,10,6,0,55,85,95,959,912,802,1,7,6,67,798,157,0.8602,0.0009,0.0846,0.0053,0.1398,0.8121
AVERY,02,3293,2951,57,16,23,1,73,172,195,2900,2879,2614,57,13,14,144,2568,342,0.8961,0.0173,0.0592,0.007,0.1039,0.8743
AVERY,03,601,565,4,0,5,0,5,22,11,564,495,468,4,0,2,9,467,36,0.9401,0.0067,0.0183,0.0083,0.0599,0.8236
AVERY,04,153,133,1,2,0,0,3,14,20,122,120,104,1,2,0,16,96,20,0.8693,0.0065,0.1307,0.0,0.1307,0.7843
AVERY,05,512,461,2,5,2,0,21,21,34,456,410,379,2,2,2,21,374,51,0.9004,0.0039,0.0664,0.0039,0.0996,0.8008
AVERY,06,1255,1173,1,9,2,0,45,25,62,1163,981,927,1,8,0,34,924,82,0.9347,0.0008,0.0494,0.0016,0.0653,0.7817
AVERY,07,286,261,3,1,0,0,5,16,11,261,223,204,3,0,0,6,204,25,0.9126,0.0105,0.0385,0.0,0.0874,0.7797
AVERY,08,337,321,0,0,0,0,4,12,18,309,268,254,0,0,0,16,244,16,0.9525,0.0,0.0534,0.0,0.0475,0.7953
AVERY,09,439,407,3,1,1,0,19,8,25,406,355,333,3,1,1,15,333,32,0.9271,0.0068,0.0569,0.0023,0.0729,0.8087
AVERY,10,2872,2162,554,22,6,0,89,39,116,2144,2675,1996,554,18,6,86,1983,710,0.7528,0.1929,0.0404,0.0021,0.2472,0.9314
AVERY,11,641,588,2,6,2,0,13,30,34,572,565,524,2,6,1,26,512,53,0.9173,0.0031,0.053,0.0031,0.0827,0.8814
AVERY,12,371,342,3,2,0,0,12,12,20,341,309,285,3,2,0,18,284,29,0.9218,0.0081,0.0539,0.0,0.0782,0.8329
AVERY,13,601,549,8,0,3,0,19,22,34,547,527,486,6,0,3,26,485,52,0.9135,0.0133,0.0566,0.005,0.0865,0.8769
AVERY,14,1147,1053,4,6,1,0,31,52,57,1044,926,864,4,1,0,34,860,94,0.918,0.0035,0.0497,0.0009,0.082,0.8073
AVERY,15,1052,895,17,5,4,0,75,56,107,875,837,726,17,4,3,61,720,157,0.8508,0.0162,0.1017,0.0038,0.1492,0.7956
AVERY,16,1562,1440,0,3,6,0,58,55,114,1414,1371,1290,0,2,4,79,1267,122,0.9219,0.0,0.073,0.0038,0.0781,0.8777
AVERY,17,656,630,1,0,1,0,1,23,5,628,527,508,1,0,1,4,506,26,0.9604,0.0015,0.0076,0.0015,0.0396,0.8034
AVERY,18,438,400,3,1,0,0,17,17,20,398,360,332,3,1,0,16,330,38,0.9132,0.0068,0.0457,0.0,0.0868,0.8219
AVERY,19,467,449,0,0,1,0,2,15,9,446,364,350,0,0,1,9,347,18,0.9615,0.0,0.0193,0.0021,0.0385,0.7794
BEAUFORT,AUROR,1301,690,540,2,1,1,12,55,28,685,1079,601,439,2,0,20,599,611,0.5304,0.4151,0.0215,0.0008,0.4696,0.8294
BEAUFORT,BEADM,2346,1929,140,3,5,3,199,67,244,1909,1885,1586,120,3,5,153,1574,417,0.8223,0.0597,0.104,0.0021,0.1777,0.8035
BEAUFORT,BELHV,1983,1092,706,4,8,0,115,58,145,1083,1639,936,585,3,4,85,930,891,0.5507,0.356,0.0731,0.004,0.4493,0.8265
BEAUFORT,BLCK,956,698,204,2,2,1,8,41,25,694,861,640,190,2,2,12,636,258,0.7301,0.2134,0.0262,0.0021,0.2699,0.9006
BEAUFORT,CHOCO,5498,3661,1229,12,11,0,287,298,456,3571,4281,2984,913,10,11,281,2939,1837,0.6659,0.2235,0.0829,0.002,0.3341,0.7786
BEAUFORT,EDWAR,1312,788,414,4,3,3,18,82,49,781,1043,655,324,4,3,26,650,524,0.6006,0.3155,0.0373,0.0023,0.3994,0.795
BEAUFORT,GILEA,2238,1970,186,6,16,1,8,51,24,1957,2035,1813,163,6,13,19,1802,268,0.8803,0.0831,0.0107,0.0071,0.1197,0.9093
BEAUFORT,HB,1092,922,86,6,4,0,31,43,54,916,854,722,74,4,4,33,720,170,0.8443,0.0788,0.0495,0.0037,0.1557,0.7821
BEAUFORT,NCRK,1571,1391,115,5,1,0,20,39,32,1386,1364,1234,90,2,0,23,1230,180,0.8854,0.0732,0.0204,0.0006,0.1146,0.8682
BEAUFORT,OLDF,1924,1234,528,3,7,1,76,75,120,1213,1583,1040,431,1,7,83,1023,690,0.6414,0.2744,0.0624,0.0036,0.3586,0.8228
BEAUFORT,PANTE,1580,995,401,11,0,0,120,53,174,979,1246,796,345,7,0,109,787,585,0.6297,0.2538,0.1101,0.0,0.3703,0.7886
BEAUFORT,PINET,1168,998,73,6,2,0,50,39,78,989,927,812,64,3,2,40,809,170,0.8545,0.0625,0.0668,0.0017,0.1455,0.7937
BEAUFORT,PSJW3,2135,574,1314,6,12,0,131,98,197,559,1568,499,908,6,12,110,490,1561,0.2689,0.6155,0.0923,0.0056,0.7311,0.7344
BEAUFORT,RVRD,3080,1973,534,22,2,2,436,111,558,1922,2430,1650,416,11,1,346,1617,1107,0.6406,0.1734,0.1812,0.0006,0.3594,0.789
BEAUFORT,SURBA,2266,2064,75,10,9,1,21,86,55,2060,1862,1728,56,9,7,33,1724,202,0.9109,0.0331,0.0243,0.004,0.0891,0.8217
BEAUFORT,TCRK,3242,2346,501,18,22,2,205,148,293,2322,2586,1926,405,15,19,166,1920,896,0.7236,0.1545,0.0904,0.0068,0.2764,0.7977
BEAUFORT,WASH1,2058,951,920,16,13,0,67,91,119,939,1672,841,717,12,13,72,832,1107,0.4621,0.447,0.0578,0.0063,0.5379,0.8124
BEAUFORT,WASH2,2143,788,1138,6,17,0,80,114,133,769,1672,687,840,5,17,93,674,1355,0.3677,0.531,0.0621,0.0079,0.6323,0.7802
BEAUFORT,WASH4,3160,1987,787,12,23,1,195,155,310,1952,2544,1689,605,11,18,207,1664,1173,0.6288,0.2491,0.0981,0.0073,0.3712,0.8051
BEAUFORT,WASHP,1495,1065,222,11,6,0,120,71,156,1058,1220,916,174,6,2,92,910,430,0.7124,0.1485,0.1043,0.004,0.2876,0.8161
BEAUFORT,WDPD,2104,1701,190,3,2,0,153,55,183,1687,1654,1395,134,1,2,107,1387,403,0.8085,0.0903,0.087,0.001,0.1915,0.7861
BERTIE,C1,1139,550,555,3,0,1,6,24,20,547,952,476,448,3,0,17,474,589,0.4829,0.4873,0.0176,0.0,0.5171,0.8358
BERTIE,C2,1712,501,1155,4,2,0,21,29,46,493,1424,414,962,4,0,41,409,1211,0.2926,0.6746,0.0269,0.0012,0.7074,0.8318
BERTIE,IW,421,31,368,3,0,0,6,13,5,30,340,28,293,3,0,4,27,390,0.0736,0.8741,0.0119,0.0,0.9264,0.8076
BERTIE,M1,939,409,496,2,3,0,6,23,3,409,748,338,385,2,1,3,338,530,0.4356,0.5282,0.0032,0.0032,0.5644,0.7966
BERTIE,M2,1123,392,648,2,2,0,23,56,35,389,860,320,486,2,2,24,317,731,0.3491,0.577,0.0312,0.0018,0.6509,0.7658
BERTIE,MH,872,397,449,1,4,0,0,21,12,394,751,356,377,1,3,8,354,475,0.4553,0.5149,0.0138,0.0046,0.5447,0.8612
BERTIE,RX,1310,293,956,3,1,2,15,40,25,285,1081,270,765,3,0,22,262,1017,0.2237,0.7298,0.0191,0.0008,0.7763,0.8252
BERTIE,SN,1026,191,791,0,3,1,19,21,26,191,852,163,653,0,3,21,163,835,0.1862,0.771,0.0253,0.0029,0.8138,0.8304
BERTIE,W1,6262,1880,3997,38,43,2,80,222,120,1870,5279,1606,3363,38,39,93,1596,4382,0.3002,0.6383,0.0192,0.0069,0.6998,0.843
BERTIE,W2,846,789,18,5,2,0,10,22,11,787,707,664,10,5,2,7,664,57,0.9326,0.0213,0.013,0.0024,0.0674,0.8357
BERTIE,WD,1011,130,833,1,0,0,11,36,14,128,807,116,663,1,0,10,115,881,0.1286,0.8239,0.0138,0.0,0.8714,0.7982
BERTIE,WH,1273,776,454,1,3,0,10,29,13,775,1095,671,395,1,3,11,670,497,0.6096,0.3566,0.0102,0.0024,0.3904,0.8602
BLADEN,P10,939,583,269,19,2,0,16,50,34,579,742,469,217,13,2,17,466,356,0.6209,0.2865,0.0362,0.0021,0.3791,0.7902
BLADEN,P15,3766,2367,742,78,8,1,382,188,589,2268,2894,1909,568,47,8,354,1858,1399,0.6285,0.197,0.1564,0.0021,0.3715,0.7685
BLADEN,P201,1752,1436,218,20,7,0,18,53,42,1433,1408,1157,174,20,7,25,1156,316,0.8196,0.1244,0.024,0.004,0.1804,0.8037
BLADEN,P202,3379,2273,755,58,5,0,156,132,233,2240,2631,1832,573,46,5,137,1814,1106,0.6727,0.2234,0.069,0.0015,0.3273,0.7786
BLADEN,P25,1394,704,574,30,0,1,41,44,66,699,1099,596,430,20,0,46,591,690,0.505,0.4118,0.0473,0.0,0.495,0.7884
BLADEN,P30,1559,288,898,267,0,3,34,69,36,283,1318,262,753,223,0,30,259,1271,0.1847,0.576,0.0231,0.0,0.8153,0.8454
BLADEN,P35,979,392,390,20,0,0,139,38,171,384,763,327,300,15,0,116,320,587,0.4004,0.3984,0.1747,0.0,0.5996,0.7794
BLADEN,P40,1972,1398,366,29,3,1,108,67,147,1389,1604,1177,293,24,3,94,1168,574,0.7089,0.1856,0.0745,0.0015,0.2911,0.8134
BLADEN,P45,783,482,138,12,0,1,74,76,138,472,594,398,104,12,0,74,395,301,0.6156,0.1762,0.1762,0.0,0.3844,0.7586
BLADEN,P501,3497,1644,1579,30,8,0,118,118,191,1617,2706,1315,1214,23,8,119,1305,1853,0.4701,0.4515,0.0546,0.0023,0.5299,0.7738
BLADEN,P502,2342,1044,1108,30,3,0,68,89,105,1033,1940,901,908,23,3,74,896,1298,0.4458,0.4731,0.0448,0.0013,0.5542,0.8284
BLADEN,P55,848,418,286,18,4,0,77,45,92,416,650,332,236,14,4,45,330,430,0.4929,0.3373,0.1085,0.0047,0.5071,0.7665
BLADEN,P60,2033,893,715,68,2,0,257,98,285,885,1598,738,591,47,2,174,730,1140,0.4393,0.3517,0.1402,0.001,0.5607,0.786
BLADEN,P65,770,533,124,11,0,0,72,30,90,528,630,447,113,10,0,55,446,237,0.6922,0.161,0.1169,0.0,0.3078,0.8182
BLADEN,P70,605,338,158,10,0,1,45,53,82,318,454,263,126,10,0,49,251,267,0.5587,0.2612,0.1355,0.0,0.4413,0.7504
BLADEN,P75,1474,473,836,77,6,1,30,51,42,468,1208,398,710,54,6,24,396,1001,0.3209,0.5672,0.0285,0.0041,0.6791,0.8195
BLADEN,P80,1533,842,426,29,0,2,157,77,203,824,1205,697,341,23,0,125,682,691,0.5492,0.2779,0.1324,0.0,0.4508,0.786
BRUNSWICK,CB01,3080,2179,529,46,10,0,84,232,222,2116,2372,1693,424,37,10,123,1666,901,0.7075,0.1718,0.0721,0.0032,0.2925,0.7701
BRUNSWICK,CB02,9178,7081,970,87,68,4,435,533,741,6938,7377,5951,720,70,46,459,5861,2097,0.7715,0.1057,0.0807,0.0074,0.2285,0.8038
BRUNSWICK,CB03,3096,2675,135,21,9,2,76,178,159,2658,2662,2351,108,17,9,102,2340,421,0.864,0.0436,0.0514,0.0029,0.136,0.8598
BRUNSWICK,CB04,4976,4398,108,48,15,2,126,279,245,4351,4353,3949,79,34,13,162,3922,578,0.8838,0.0217,0.0492,0.003,0.1162,0.8748
BRUNSWICK,CB05,4177,3511,383,24,7,2,55,195,127,3488,3617,3129,308,21,7,75,3113,666,0.8406,0.0917,0.0304,0.0017,0.1594,0.8659
BRUNSWICK,CB06,5049,4289,353,24,34,3,89,257,172,4273,4365,3800,288,14,28,104,3792,760,0.8495,0.0699,0.0341,0.0067,0.1505,0.8645
BRUNSWICK,NB01,2733,1671,656,39,4,4,121,238,261,1619,2112,1331,542,34,4,156,1306,1062,0.6114,0.24,0.0955,0.0015,0.3886,0.7728
BRUNSWICK,NB02,8989,6283,1405,83,46,10,469,693,971,6063,7219,5258,1127,64,39,598,5139,2706,0.699,0.1563,0.108,0.0051,0.301,0.8031
BRUNSWICK,NB03,6028,4687,698,70,16,1,168,388,374,4593,4662,3656,545,58,13,248,3593,1341,0.7775,0.1158,0.062,0.0027,0.2225,0.7734
BRUNSWICK,NB04,7856,6430,646,53,113,2,184,428,494,6305,6646,5569,531,33,87,327,5481,1426,0.8185,0.0822,0.0629,0.0144,0.1815,0.846
BRUNSWICK,NB05,5172,3135,1174,45,55,1,409,353,640,3028,4028,2552,932,36,52,385,2498,2037,0.6061,0.227,0.1237,0.0106,0.3939,0.7788
BRUNSWICK,NB06,4177,3841,91,7,58,0,24,156,108,3810,4003,3726,79,6,51,92,3701,336,0.9196,0.0218,0.0259,0.0139,0.0804,0.9583
BRUNSWICK,NB07,9622,7493,1138,43,111,26,163,648,462,7385,7565,5979,920,30,88,326,5911,2129,0.7787,0.1183,0.048,0.0115,0.2213,0.7862
BRUNSWICK,SB01,2808,1741,858,16,0,1,35,157,101,1717,2271,1422,716,16,0,75,1399,1067,0.62,0.3056,0.036,0.0,0.38,0.8088
BRUNSWICK,SB02,6403,5533,223,36,29,4,110,468,235,5466,5140,4569,162,31,24,150,4530,870,0.8641,0.0348,0.0367,0.0045,0.1359,0.8027
BRUNSWICK,SB03,7104,6786,36,10,57,2,19,194,87,6777,6975,6694,26,10,54,79,6685,318,0.9552,0.0051,0.0122,0.008,0.0448,0.9818
BRUNSWICK,SB04,4114,3554,253,18,28,2,61,198,132,3530,3561,3164,187,17,23,100,3146,560,0.8639,0.0615,0.0321,0.0068,0.1361,0.8656
BRUNSWICK,SB05,3984,3391,292,12,43,1,53,192,118,3349,3400,2943,255,8,38,82,2913,593,0.8512,0.0733,0.0296,0.0108,0.1488,0.8534
BRUNSWICK,SB06,3490,3274,26,16,15,2,21,136,44,3265,3153,2979,26,16,11,31,2971,216,0.9381,0.0074,0.0126,0.0043,0.0619,0.9034
BRUNSWICK,SB07,3334,3091,29,10,17,2,28,157,76,3076,3042,2832,26,10,12,62,2824,243,0.9271,0.0087,0.0228,0.0051,0.0729,0.9124
BRUNSWICK,SB08,2331,2131,27,18,20,3,15,117,54,2110,2141,1982,22,16,16,43,1965,200,0.9142,0.0116,0.0232,0.0086,0.0858,0.9185
BRUNSWICK,WB01,2977,2377,210,16,3,3,222,146,357,2293,2282,1875,142,13,3,239,1829,600,0.7985,0.0705,0.1199,0.001,0.2015,0.7665
BRUNSWICK,WB02,5296,4738,319,19,25,1,38,156,123,4715,4960,4517,266,17,24,86,4501,558,0.8946,0.0602,0.0232,0.0047,0.1054,0.9366
BRUNSWICK,WB03,1818,1038,577,16,6,2,67,112,152,1001,1471,864,486,15,6,85,847,780,0.571,0.3174,0.0836,0.0033,0.429,0.8091
