County	Election Date	Precinct	Contest Group ID	Contest Type	Contest Name	Choice	Choice Party	Vote For	Election Day	Early Voting	Absentee by Mail	Provisional	Total Votes	Real Precinct
MECKLENBURG	09/09/2025	027	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Delter Kenny Guin III	DEM	1	5	0	0	0	5	Y
MECKLENBURG	09/09/2025	027	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Jaraun (Gemini) Boyd	DEM	1	12	12	0	0	24	Y
MECKLENBURG	09/09/2025	027	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Tigress Sydney Acute McDaniel	DEM	1	11	2	0	0	13	Y
MECKLENBURG	09/09/2025	027	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Vi Lyles	DEM	1	69	31	0	0	100	Y
MECKLENBURG	09/09/2025	027	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Dimple Ajmera	DEM	4	78	39	0	0	117	Y
MECKLENBURG	09/09/2025	027	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Emerson Stoldt	DEM	4	12	3	0	0	15	Y
MECKLENBURG	09/09/2025	027	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	J. G. Lockhart	DEM	4	22	9	0	0	31	Y
MECKLENBURG	09/09/2025	027	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	James (Smuggie) Mitchell, Jr.	DEM	4	62	34	0	0	96	Y
MECKLENBURG	09/09/2025	027	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	LaWana Slack-Mayfield	DEM	4	65	37	0	0	102	Y
MECKLENBURG	09/09/2025	027	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Matt Britt	DEM	4	18	7	0	0	25	Y
MECKLENBURG	09/09/2025	027	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Namrata (N.Y.) Yadav	DEM	4	30	10	0	0	40	Y
MECKLENBURG	09/09/2025	027	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Roderick Davis	DEM	4	27	5	0	0	32	Y
MECKLENBURG	09/09/2025	027	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Victoria Watlington	DEM	4	50	31	0	0	81	Y
MECKLENBURG	09/09/2025	027	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Will Holley	DEM	4	22	3	0	0	25	Y
MECKLENBURG	09/09/2025	027	18	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01 (DEM)	Charlene Henderson El	DEM	1	51	18	0	0	69	Y
MECKLENBURG	09/09/2025	027	18	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01 (DEM)	Dante Anderson	DEM	1	51	31	0	0	82	Y
MECKLENBURG	09/09/2025	028	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Brendan K. Maginnis	DEM	1	31	4	0	0	35	Y
MECKLENBURG	09/09/2025	028	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Delter Kenny Guin III	DEM	1	3	1	0	0	4	Y
MECKLENBURG	09/09/2025	028	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Jaraun (Gemini) Boyd	DEM	1	10	9	0	0	19	Y
MECKLENBURG	09/09/2025	028	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Tigress Sydney Acute McDaniel	DEM	1	13	3	0	0	16	Y
MECKLENBURG	09/09/2025	028	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Vi Lyles	DEM	1	82	26	0	0	108	Y
MECKLENBURG	09/09/2025	028	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Dimple Ajmera	DEM	4	109	33	0	0	142	Y
MECKLENBURG	09/09/2025	028	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Emerson Stoldt	DEM	4	9	4	0	0	13	Y
MECKLENBURG	09/09/2025	028	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	J. G. Lockhart	DEM	4	26	7	0	0	33	Y
MECKLENBURG	09/09/2025	028	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	James (Smuggie) Mitchell, Jr.	DEM	4	78	26	0	0	104	Y
MECKLENBURG	09/09/2025	028	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	LaWana Slack-Mayfield	DEM	4	80	33	0	0	113	Y
MECKLENBURG	09/09/2025	028	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Matt Britt	DEM	4	33	8	0	0	41	Y
MECKLENBURG	09/09/2025	028	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Namrata (N.Y.) Yadav	DEM	4	58	15	0	0	73	Y
MECKLENBURG	09/09/2025	028	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Roderick Davis	DEM	4	32	4	0	0	36	Y
MECKLENBURG	09/09/2025	028	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Victoria Watlington	DEM	4	72	25	0	0	97	Y
MECKLENBURG	09/09/2025	028	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Will Holley	DEM	4	25	8	0	0	33	Y
MECKLENBURG	09/09/2025	028	18	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01 (DEM)	Charlene Henderson El	DEM	1	54	15	0	0	69	Y
MECKLENBURG	09/09/2025	028	18	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01 (DEM)	Dante Anderson	DEM	1	86	28	0	0	114	Y
MECKLENBURG	09/09/2025	029	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Brendan K. Maginnis	DEM	1	34	6	0	0	40	Y
MECKLENBURG	09/09/2025	029	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Delter Kenny Guin III	DEM	1	4	0	0	0	4	Y
MECKLENBURG	09/09/2025	029	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Jaraun (Gemini) Boyd	DEM	1	12	0	0	0	12	Y
MECKLENBURG	09/09/2025	029	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Tigress Sydney Acute McDaniel	DEM	1	10	0	0	0	10	Y
MECKLENBURG	09/09/2025	029	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Vi Lyles	DEM	1	92	34	0	0	126	Y
MECKLENBURG	09/09/2025	029	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Dimple Ajmera	DEM	4	127	37	0	0	164	Y
MECKLENBURG	09/09/2025	029	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Emerson Stoldt	DEM	4	10	0	0	0	10	Y
MECKLENBURG	09/09/2025	029	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	J. G. Lockhart	DEM	4	26	2	0	0	28	Y
MECKLENBURG	09/09/2025	029	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	James (Smuggie) Mitchell, Jr.	DEM	4	68	21	0	0	89	Y
MECKLENBURG	09/09/2025	029	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	LaWana Slack-Mayfield	DEM	4	78	26	0	0	104	Y
MECKLENBURG	09/09/2025	029	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Matt Britt	DEM	4	60	15	0	0	75	Y
MECKLENBURG	09/09/2025	029	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Namrata (N.Y.) Yadav	DEM	4	81	19	0	0	100	Y
MECKLENBURG	09/09/2025	029	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Roderick Davis	DEM	4	20	3	0	0	23	Y
MECKLENBURG	09/09/2025	029	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Victoria Watlington	DEM	4	74	25	0	0	99	Y
MECKLENBURG	09/09/2025	029	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Will Holley	DEM	4	37	6	0	0	43	Y
MECKLENBURG	09/09/2025	029	18	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01 (DEM)	Charlene Henderson El	DEM	1	39	7	0	0	46	Y
MECKLENBURG	09/09/2025	029	18	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01 (DEM)	Dante Anderson	DEM	1	110	34	0	0	144	Y
MECKLENBURG	09/09/2025	030	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Brendan K. Maginnis	DEM	1	61	13	0	0	74	Y
MECKLENBURG	09/09/2025	030	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Delter Kenny Guin III	DEM	1	17	3	0	0	20	Y
MECKLENBURG	09/09/2025	030	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Jaraun (Gemini) Boyd	DEM	1	28	18	0	0	46	Y
MECKLENBURG	09/09/2025	030	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Tigress Sydney Acute McDaniel	DEM	1	17	5	0	0	22	Y
MECKLENBURG	09/09/2025	030	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Vi Lyles	DEM	1	201	52	0	0	253	Y
MECKLENBURG	09/09/2025	030	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Dimple Ajmera	DEM	4	273	79	0	0	352	Y
MECKLENBURG	09/09/2025	030	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Emerson Stoldt	DEM	4	15	3	0	0	18	Y
MECKLENBURG	09/09/2025	030	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	J. G. Lockhart	DEM	4	29	11	0	0	40	Y
MECKLENBURG	09/09/2025	030	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	James (Smuggie) Mitchell, Jr.	DEM	4	139	45	0	0	184	Y
MECKLENBURG	09/09/2025	030	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	LaWana Slack-Mayfield	DEM	4	187	47	0	0	234	Y
MECKLENBURG	09/09/2025	030	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Matt Britt	DEM	4	125	39	0	0	164	Y
MECKLENBURG	09/09/2025	030	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Namrata (N.Y.) Yadav	DEM	4	195	49	0	0	244	Y
MECKLENBURG	09/09/2025	030	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Roderick Davis	DEM	4	37	15	0	0	52	Y
MECKLENBURG	09/09/2025	030	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Victoria Watlington	DEM	4	173	45	0	0	218	Y
MECKLENBURG	09/09/2025	030	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Will Holley	DEM	4	77	24	0	0	101	Y
MECKLENBURG	09/09/2025	030	18	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01 (DEM)	Charlene Henderson El	DEM	1	87	25	0	0	112	Y
MECKLENBURG	09/09/2025	030	18	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 01 (DEM)	Dante Anderson	DEM	1	232	65	0	0	297	Y
MECKLENBURG	09/09/2025	031	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Brendan K. Maginnis	DEM	1	6	10	0	0	16	Y
MECKLENBURG	09/09/2025	031	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Delter Kenny Guin III	DEM	1	4	2	0	0	6	Y
MECKLENBURG	09/09/2025	031	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Jaraun (Gemini) Boyd	DEM	1	28	36	0	0	64	Y
MECKLENBURG	09/09/2025	031	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Tigress Sydney Acute McDaniel	DEM	1	10	3	0	0	13	Y
MECKLENBURG	09/09/2025	031	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Vi Lyles	DEM	1	70	86	0	0	156	Y
MECKLENBURG	09/09/2025	031	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Dimple Ajmera	DEM	4	82	92	0	0	174	Y
MECKLENBURG	09/09/2025	031	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Emerson Stoldt	DEM	4	6	5	0	0	11	Y
MECKLENBURG	09/09/2025	031	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	J. G. Lockhart	DEM	4	15	22	0	0	37	Y
MECKLENBURG	09/09/2025	031	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	James (Smuggie) Mitchell, Jr.	DEM	4	80	106	0	0	186	Y
MECKLENBURG	09/09/2025	031	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	LaWana Slack-Mayfield	DEM	4	87	114	0	0	201	Y
MECKLENBURG	09/09/2025	031	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Matt Britt	DEM	4	17	14	0	0	31	Y
MECKLENBURG	09/09/2025	031	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Namrata (N.Y.) Yadav	DEM	4	26	33	0	0	59	Y
MECKLENBURG	09/09/2025	031	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Roderick Davis	DEM	4	31	25	0	0	56	Y
MECKLENBURG	09/09/2025	031	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Victoria Watlington	DEM	4	70	87	0	0	157	Y
MECKLENBURG	09/09/2025	031	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Will Holley	DEM	4	21	13	0	0	34	Y
MECKLENBURG	09/09/2025	031	34	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03 (DEM)	Joi Mayo	DEM	1	57	43	0	0	100	Y
MECKLENBURG	09/09/2025	031	34	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03 (DEM)	Montravias King	DEM	1	8	2	0	0	10	Y
MECKLENBURG	09/09/2025	031	34	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03 (DEM)	Tiawana Deling Brown	DEM	1	39	66	0	0	105	Y
MECKLENBURG	09/09/2025	031	34	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03 (DEM)	Warren F. Turner	DEM	1	13	26	0	0	39	Y
MECKLENBURG	09/09/2025	032	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Brendan K. Maginnis	DEM	1	6	2	0	0	8	Y
MECKLENBURG	09/09/2025	032	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Delter Kenny Guin III	DEM	1	2	0	0	0	2	Y
MECKLENBURG	09/09/2025	032	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Jaraun (Gemini) Boyd	DEM	1	3	0	0	0	3	Y
MECKLENBURG	09/09/2025	032	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Tigress Sydney Acute McDaniel	DEM	1	0	1	0	0	1	Y
MECKLENBURG	09/09/2025	032	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Vi Lyles	DEM	1	45	40	0	0	85	Y
MECKLENBURG	09/09/2025	032	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Dimple Ajmera	DEM	4	36	31	0	0	67	Y
MECKLENBURG	09/09/2025	032	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Emerson Stoldt	DEM	4	7	1	0	0	8	Y
MECKLENBURG	09/09/2025	032	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	J. G. Lockhart	DEM	4	3	3	0	0	6	Y
MECKLENBURG	09/09/2025	032	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	James (Smuggie) Mitchell, Jr.	DEM	4	20	24	0	0	44	Y
MECKLENBURG	09/09/2025	032	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	LaWana Slack-Mayfield	DEM	4	21	21	0	0	42	Y
MECKLENBURG	09/09/2025	032	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Matt Britt	DEM	4	24	13	0	0	37	Y
MECKLENBURG	09/09/2025	032	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Namrata (N.Y.) Yadav	DEM	4	38	29	0	0	67	Y
MECKLENBURG	09/09/2025	032	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Roderick Davis	DEM	4	5	0	0	0	5	Y
MECKLENBURG	09/09/2025	032	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Victoria Watlington	DEM	4	18	13	0	0	31	Y
MECKLENBURG	09/09/2025	032	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Will Holley	DEM	4	8	3	0	0	11	Y
MECKLENBURG	09/09/2025	032	63	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06 (REP)	Krista Bokhari	REP	1	61	12	0	0	73	Y
MECKLENBURG	09/09/2025	032	63	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06 (REP)	Sary Chakra	REP	1	13	3	0	0	16	Y
MECKLENBURG	09/09/2025	033	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Brendan K. Maginnis	DEM	1	56	9	0	0	65	Y
MECKLENBURG	09/09/2025	033	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Delter Kenny Guin III	DEM	1	2	2	0	0	4	Y
MECKLENBURG	09/09/2025	033	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Jaraun (Gemini) Boyd	DEM	1	21	14	0	0	35	Y
MECKLENBURG	09/09/2025	033	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Tigress Sydney Acute McDaniel	DEM	1	5	2	0	0	7	Y
MECKLENBURG	09/09/2025	033	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Vi Lyles	DEM	1	86	24	0	0	110	Y
MECKLENBURG	09/09/2025	033	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Dimple Ajmera	DEM	4	133	51	0	0	184	Y
MECKLENBURG	09/09/2025	033	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Emerson Stoldt	DEM	4	12	4	0	0	16	Y
MECKLENBURG	09/09/2025	033	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	J. G. Lockhart	DEM	4	18	7	0	0	25	Y
MECKLENBURG	09/09/2025	033	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	James (Smuggie) Mitchell, Jr.	DEM	4	87	40	0	0	127	Y
MECKLENBURG	09/09/2025	033	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	LaWana Slack-Mayfield	DEM	4	103	38	0	0	141	Y
MECKLENBURG	09/09/2025	033	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Matt Britt	DEM	4	54	11	0	0	65	Y
MECKLENBURG	09/09/2025	033	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Namrata (N.Y.) Yadav	DEM	4	66	16	0	0	82	Y
MECKLENBURG	09/09/2025	033	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Roderick Davis	DEM	4	24	6	0	0	30	Y
MECKLENBURG	09/09/2025	033	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Victoria Watlington	DEM	4	109	39	0	0	148	Y
MECKLENBURG	09/09/2025	033	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Will Holley	DEM	4	26	8	0	0	34	Y
MECKLENBURG	09/09/2025	033	50	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 05 (DEM)	Juan Diego (J.D.) Mazuera Arias	DEM	1	138	46	0	0	184	Y
MECKLENBURG	09/09/2025	033	50	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 05 (DEM)	Marjorie Molina	DEM	1	33	11	0	0	44	Y
MECKLENBURG	09/09/2025	034	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Brendan K. Maginnis	DEM	1	36	15	0	0	51	Y
MECKLENBURG	09/09/2025	034	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Delter Kenny Guin III	DEM	1	2	5	0	0	7	Y
MECKLENBURG	09/09/2025	034	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Jaraun (Gemini) Boyd	DEM	1	18	18	0	0	36	Y
MECKLENBURG	09/09/2025	034	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Tigress Sydney Acute McDaniel	DEM	1	10	4	0	0	14	Y
MECKLENBURG	09/09/2025	034	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Vi Lyles	DEM	1	100	58	0	0	158	Y
MECKLENBURG	09/09/2025	034	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Dimple Ajmera	DEM	4	117	81	0	0	198	Y
MECKLENBURG	09/09/2025	034	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Emerson Stoldt	DEM	4	13	4	0	0	17	Y
MECKLENBURG	09/09/2025	034	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	J. G. Lockhart	DEM	4	27	8	0	0	35	Y
MECKLENBURG	09/09/2025	034	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	James (Smuggie) Mitchell, Jr.	DEM	4	77	47	0	0	124	Y
MECKLENBURG	09/09/2025	034	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	LaWana Slack-Mayfield	DEM	4	92	66	0	0	158	Y
MECKLENBURG	09/09/2025	034	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Matt Britt	DEM	4	44	33	0	0	77	Y
MECKLENBURG	09/09/2025	034	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Namrata (N.Y.) Yadav	DEM	4	91	45	0	0	136	Y
MECKLENBURG	09/09/2025	034	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Roderick Davis	DEM	4	18	12	0	0	30	Y
MECKLENBURG	09/09/2025	034	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Victoria Watlington	DEM	4	84	48	0	0	132	Y
MECKLENBURG	09/09/2025	034	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Will Holley	DEM	4	37	15	0	0	52	Y
MECKLENBURG	09/09/2025	034	50	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 05 (DEM)	Juan Diego (J.D.) Mazuera Arias	DEM	1	129	73	0	0	202	Y
MECKLENBURG	09/09/2025	034	50	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 05 (DEM)	Marjorie Molina	DEM	1	38	25	0	0	63	Y
MECKLENBURG	09/09/2025	035	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Brendan K. Maginnis	DEM	1	15	4	0	0	19	Y
MECKLENBURG	09/09/2025	035	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Delter Kenny Guin III	DEM	1	4	0	0	0	4	Y
MECKLENBURG	09/09/2025	035	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Jaraun (Gemini) Boyd	DEM	1	5	3	0	0	8	Y
MECKLENBURG	09/09/2025	035	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Tigress Sydney Acute McDaniel	DEM	1	2	1	0	0	3	Y
MECKLENBURG	09/09/2025	035	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Vi Lyles	DEM	1	74	36	0	0	110	Y
MECKLENBURG	09/09/2025	035	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Dimple Ajmera	DEM	4	71	32	0	0	103	Y
MECKLENBURG	09/09/2025	035	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Emerson Stoldt	DEM	4	7	1	0	0	8	Y
MECKLENBURG	09/09/2025	035	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	J. G. Lockhart	DEM	4	3	4	0	0	7	Y
MECKLENBURG	09/09/2025	035	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	James (Smuggie) Mitchell, Jr.	DEM	4	30	20	0	0	50	Y
MECKLENBURG	09/09/2025	035	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	LaWana Slack-Mayfield	DEM	4	42	28	0	0	70	Y
MECKLENBURG	09/09/2025	035	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Matt Britt	DEM	4	36	15	0	0	51	Y
MECKLENBURG	09/09/2025	035	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Namrata (N.Y.) Yadav	DEM	4	73	27	0	0	100	Y
MECKLENBURG	09/09/2025	035	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Roderick Davis	DEM	4	5	6	0	0	11	Y
MECKLENBURG	09/09/2025	035	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Victoria Watlington	DEM	4	50	20	0	0	70	Y
MECKLENBURG	09/09/2025	035	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Will Holley	DEM	4	12	4	0	0	16	Y
MECKLENBURG	09/09/2025	035	63	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06 (REP)	Krista Bokhari	REP	1	30	5	0	0	35	Y
MECKLENBURG	09/09/2025	035	63	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06 (REP)	Sary Chakra	REP	1	13	0	0	0	13	Y
MECKLENBURG	09/09/2025	036	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Brendan K. Maginnis	DEM	1	20	12	0	0	32	Y
MECKLENBURG	09/09/2025	036	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Delter Kenny Guin III	DEM	1	0	0	0	0	0	Y
MECKLENBURG	09/09/2025	036	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Jaraun (Gemini) Boyd	DEM	1	5	4	0	0	9	Y
MECKLENBURG	09/09/2025	036	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Tigress Sydney Acute McDaniel	DEM	1	3	1	0	0	4	Y
MECKLENBURG	09/09/2025	036	2	C	CITY OF CHARLOTTE MAYOR (DEM)	Vi Lyles	DEM	1	90	45	0	0	135	Y
MECKLENBURG	09/09/2025	036	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Dimple Ajmera	DEM	4	85	52	0	0	137	Y
MECKLENBURG	09/09/2025	036	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	Emerson Stoldt	DEM	4	2	3	0	0	5	Y
MECKLENBURG	09/09/2025	036	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	J. G. Lockhart	DEM	4	20	7	0	0	27	Y
MECKLENBURG	09/09/2025	036	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	James (Smuggie) Mitchell, Jr.	DEM	4	55	33	0	0	88	Y
MECKLENBURG	09/09/2025	036	10	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE (DEM)	LaWana Slack-Mayfield	DEM	4	52	32	0	0	84	Y
