precinct_id,registered_total,registered_youth,voted_total_2024,voted_youth_2024,turnout_total,turnout_youth,turnout_gap,youth_share,youth_potential,nonvoting_youth
BUNCOMBE_15.1,2357,135,1807,60,0.7666525243954179,0.4444444444444444,0.32220807995097345,0.057276198557488334,0.5555555555555556,75
BUNCOMBE_16.2,3383,215,2359,105,0.6973100798108188,0.4883720930232558,0.20893798678756303,0.06355305941472066,0.5116279069767442,110
BUNCOMBE_17.1,1663,94,1253,47,0.7534576067348165,0.5,0.25345760673481654,0.05652435357787132,0.5,47
BUNCOMBE_18.2,5716,430,4051,182,0.7087123862841148,0.4232558139534884,0.28545657233062643,0.07522743177046885,0.5767441860465117,248
BUNCOMBE_19.1,1920,119,1117,37,0.5817708333333333,0.31092436974789917,0.2708464635854342,0.06197916666666667,0.6890756302521008,82
BUNCOMBE_20.1,1189,55,832,22,0.6997476871320437,0.4,0.2997476871320437,0.04625735912531539,0.6,33
BUNCOMBE_21.1,2869,170,2110,73,0.735447891251307,0.4294117647058823,0.3060361265454247,0.059254095503659815,0.5705882352941176,97
BUNCOMBE_22.2,2426,139,1970,58,0.8120362737015664,0.4172661870503597,0.39477008665120666,0.0572959604286892,0.5827338129496403,81
BUNCOMBE_23.2,778,28,539,13,0.6928020565552699,0.4642857142857143,0.22851634226955564,0.03598971722365039,0.5357142857142857,15
BUNCOMBE_23.3,869,63,743,32,0.8550057537399309,0.5079365079365079,0.347069245803423,0.07249712313003452,0.49206349206349204,31
BUNCOMBE_24.1,2771,190,1941,78,0.7004691447131,0.4105263157894737,0.2899428289236263,0.06856730422230242,0.5894736842105263,112
BUNCOMBE_25.1,2583,144,1764,66,0.6829268292682927,0.4583333333333333,0.22459349593495942,0.05574912891986063,0.5416666666666666,78
BUNCOMBE_26.1,2208,183,1492,79,0.6757246376811594,0.43169398907103823,0.2440306486101212,0.08288043478260869,0.5683060109289617,104
BUNCOMBE_27.2,852,48,705,21,0.8274647887323944,0.4375,0.3899647887323944,0.056338028169014086,0.5625,27
BUNCOMBE_28.1,2395,573,1608,344,0.6713987473903966,0.6003490401396161,0.07104970725078052,0.23924843423799583,0.39965095986038396,229
BUNCOMBE_29.2,3480,185,2513,75,0.7221264367816091,0.40540540540540543,0.3167210313762037,0.05316091954022988,0.5945945945945946,110
